num episodio,learning constant,discount factor,exploration factor,acumulated reward,iterations
0,0.5,0.95,0.95,32.07635482384908,57
1,0.5,0.95,0.95,11.184119678801284,23
2,0.5,0.95,0.95,18.466205443684906,29
3,0.5,0.95,0.95,10.130423519745092,15
4,0.5,0.95,0.95,7.6373199293840885,16
5,0.5,0.95,0.95,8.060530214114493,14
6,0.5,0.95,0.95,34.40384383262179,41
7,0.5,0.95,0.95,54.17426725386241,85
8,0.5,0.95,0.95,41.798461355073286,62
9,0.5,0.95,0.95,8.78127344140138,18
10,0.5,0.95,0.95,139.63124223195734,200
11,0.5,0.95,0.95,11.7850942447771,25
12,0.5,0.95,0.95,55.6404576772236,70
13,0.5,0.95,0.95,6.692030572581639,15
14,0.5,0.95,0.95,5.0040909780067855,11
15,0.5,0.95,0.95,36.019206805708514,60
16,0.5,0.95,0.95,7.124302682887762,11
17,0.5,0.95,0.95,24.0,25
18,0.5,0.95,0.95,10.026003519733832,17
19,0.5,0.95,0.95,9.503814453220595,21
20,0.5,0.95,0.95,17.84554309830826,36
21,0.5,0.95,0.95,56.953170986135994,102
22,0.5,0.95,0.95,14.155578485818461,28
23,0.5,0.95,0.95,11.23544619224374,24
24,0.5,0.95,0.95,16.740664584332094,24
25,0.5,0.95,0.95,49.895184965983916,72
26,0.5,0.95,0.95,16.36034512765918,22
27,0.5,0.95,0.95,33.77037571297555,69
28,0.5,0.95,0.95,15.062368012609216,18
29,0.5,0.95,0.95,11.777150111023799,18
30,0.5,0.95,0.95,62.373376109989664,119
31,0.5,0.95,0.95,45.42194501991324,73
32,0.5,0.95,0.95,6.690015866870197,14
33,0.5,0.95,0.95,9.051712914960929,17
34,0.5,0.95,0.95,42.44381704617362,66
35,0.5,0.95,0.95,8.800619522849303,12
36,0.5,0.95,0.95,4.719732136977781,10
37,0.5,0.95,0.95,48.847769877081326,77
38,0.5,0.95,0.95,33.01217032016558,37
39,0.5,0.95,0.95,4.7996795578645735,11
40,0.5,0.95,0.95,7.172182939236129,15
41,0.5,0.95,0.95,30.68627617201197,39
42,0.5,0.95,0.95,35.79366525015981,70
43,0.5,0.95,0.95,0.0,1
44,0.5,0.95,0.95,26.335076068106524,38
45,0.5,0.95,0.95,13.04325967011243,24
46,0.5,0.95,0.95,12.509239882846579,26
47,0.5,0.95,0.95,30.428782032164644,34
48,0.5,0.95,0.95,12.192578208518743,25
49,0.5,0.95,0.95,32.66271020021144,57
50,0.5,0.95,0.95,15.45580784886818,27
51,0.5,0.95,0.95,17.317643248819685,35
