num episodio,learning constant,discount factor,exploration factor,acumulated reward
65,0.5,0.95,0.95,-18.010455082706706
66,0.5,0.95,0.95,-13.220837314920864
67,0.5,0.95,0.95,-18.699942799722233
68,0.5,0.95,0.95,-21.18843624354605
69,0.5,0.95,0.95,-21.848010825580694
70,0.5,0.95,0.95,-20.97771424285383
71,0.5,0.95,0.95,-21.388395990445378
72,0.5,0.95,0.95,-19.640189245925917
73,0.5,0.95,0.95,-16.971097070565175
74,0.5,0.95,0.95,-21.750984629600506
75,0.5,0.95,0.95,-24.844425904026984
76,0.5,0.95,0.95,-19.75443450212646
77,0.5,0.95,0.95,-19.233870755449335
78,0.5,0.95,0.95,-23.74506384184686
79,0.5,0.95,0.95,-19.718845756553765
80,0.5,0.95,0.95,-21.286213251696797
81,0.5,0.95,0.95,-21.53827355243216
82,0.5,0.95,0.95,-18.90042958140272
83,0.5,0.95,0.95,-17.62886045160669
84,0.5,0.95,0.95,-20.505346113062
85,0.5,0.95,0.95,-16.59277534441732
86,0.5,0.95,0.95,-18.357965682237595
87,0.5,0.95,0.95,-17.347589532153457
88,0.5,0.95,0.95,-19.815696718174465
89,0.5,0.95,0.95,-21.513508088829337
90,0.5,0.95,0.95,-15.50530044920405
91,0.5,0.95,0.95,-19.467078329209837
92,0.5,0.95,0.95,-24.433416999288905
93,0.5,0.95,0.95,-17.32896977806389
94,0.5,0.95,0.95,-20.645620510558782
95,0.5,0.95,0.95,-15.53092581635303
96,0.5,0.95,0.95,-19.069514012738058
97,0.5,0.95,0.95,-18.74590786952836
98,0.5,0.95,0.95,-22.601744478564356
99,0.5,0.95,0.95,-19.269086806441432
100,0.5,0.95,0.95,-16.59882962664964
101,0.5,0.95,0.95,-18.219901142070448
102,0.5,0.95,0.95,-19.76541119347035
103,0.5,0.95,0.95,-19.386119070826847
104,0.5,0.95,0.95,-19.82173555240217
105,0.5,0.95,0.95,-21.23060387690294
106,0.5,0.95,0.95,-18.600920533207177
107,0.5,0.95,0.95,-20.75035860856404
108,0.5,0.95,0.95,-22.3764462950654
109,0.5,0.95,0.95,-18.022769919243405
110,0.5,0.95,0.95,-17.359719208794665
111,0.5,0.95,0.95,-20.232600790019287
112,0.5,0.95,0.95,-21.811204737562804
113,0.5,0.95,0.95,-21.336837789025775
114,0.5,0.95,0.95,-22.281769832470783
115,0.5,0.95,0.95,-18.634032627341984
116,0.5,0.95,0.95,-21.83460737352413
117,0.5,0.95,0.95,-19.39744389813544
118,0.5,0.95,0.95,-22.11571144335459
119,0.5,0.95,0.95,-17.598433249984662
120,0.5,0.95,0.95,-18.47946256514468
121,0.5,0.95,0.95,-21.15956146611057
122,0.5,0.95,0.95,-21.89175591565973
123,0.5,0.95,0.95,-18.72252471557808
124,0.5,0.95,0.95,-20.67663867777436
125,0.5,0.95,0.95,-19.95241103354659
126,0.5,0.95,0.95,-17.899029483935987
127,0.5,0.95,0.95,-19.71955383956768
128,0.5,0.95,0.95,-20.398857258477705
129,0.5,0.95,0.95,-19.840647295645624
130,0.5,0.95,0.95,-19.843414572407692
131,0.5,0.95,0.95,-20.885101340968873
132,0.5,0.95,0.95,-21.60449533906335
133,0.5,0.95,0.95,-19.613082669305612
134,0.5,0.95,0.95,-19.232451411974353
135,0.5,0.95,0.95,-20.045251443688155
136,0.5,0.95,0.95,-19.25092515439137
137,0.5,0.95,0.95,-18.5310910327179
138,0.5,0.95,0.95,-19.129585933800087
139,0.5,0.95,0.95,-17.26649070153016
140,0.5,0.95,0.95,-23.14752543318392
141,0.5,0.95,0.95,-19.284534951179133
142,0.5,0.95,0.95,-22.585094288901907
143,0.5,0.95,0.95,-18.74191364960548
144,0.5,0.95,0.95,-16.866230969183594
145,0.5,0.95,0.95,-18.915555229520823
146,0.5,0.95,0.95,-21.38373932651726
147,0.5,0.95,0.95,-18.651232391944248
148,0.5,0.95,0.95,-19.044309496459626
149,0.5,0.95,0.95,-18.81967581479058
150,0.5,0.95,0.95,-19.35963675944259
151,0.5,0.95,0.95,-19.785865436729416
152,0.5,0.95,0.95,-22.234422540162075
153,0.5,0.95,0.95,-22.765811752265456
154,0.5,0.95,0.95,-20.147517705190474
155,0.5,0.95,0.95,-18.7299750517119
156,0.5,0.95,0.95,-21.936635223364284
157,0.5,0.95,0.95,-19.505167710228744
158,0.5,0.95,0.95,-17.5087233126063
159,0.5,0.95,0.95,-21.215976068319797
160,0.5,0.95,0.95,-19.83846571145444
161,0.5,0.95,0.95,-20.758508496800772
162,0.5,0.95,0.95,-21.321110333689422
163,0.5,0.95,0.95,-18.200826104953048
164,0.5,0.95,0.95,-18.329147648451933
165,0.5,0.95,0.95,-23.73372608503918
166,0.5,0.95,0.95,-22.244946033577335
167,0.5,0.95,0.95,-18.858792379395606
168,0.5,0.95,0.95,-22.16349016641787
169,0.5,0.95,0.95,-21.08574888935234
170,0.5,0.95,0.95,-14.865616422244692
171,0.5,0.95,0.95,-22.29720462877273
172,0.5,0.95,0.95,-16.79680184524239
173,0.5,0.95,0.95,-18.916572395772903
174,0.5,0.95,0.95,-19.421676660450135
175,0.5,0.95,0.95,-18.063735272089378
176,0.5,0.95,0.95,-17.44607702478257
177,0.5,0.95,0.95,-19.437403663342387
178,0.5,0.95,0.95,-17.962556674735115
179,0.5,0.95,0.95,-16.97623251122021
180,0.5,0.95,0.95,-21.30583022573799
181,0.5,0.95,0.95,-15.590252033714833
182,0.5,0.95,0.95,-15.849691686545464
183,0.5,0.95,0.95,-21.9888797990616
184,0.5,0.95,0.95,-19.327867927872333
185,0.5,0.95,0.95,-22.402193701144125
186,0.5,0.95,0.95,-18.63939856081326
187,0.5,0.95,0.95,-19.119259749340003
188,0.5,0.95,0.95,-18.432480245126236
189,0.5,0.95,0.95,-19.189322313698977
190,0.5,0.95,0.95,-18.567412001335118
191,0.5,0.95,0.95,-19.929122203507454
192,0.5,0.95,0.95,-17.872200119619826
193,0.5,0.95,0.95,-19.163571755078618
194,0.5,0.95,0.95,-21.602476353426052
195,0.5,0.95,0.95,-21.390001066642462
196,0.5,0.95,0.95,-22.61781672419678
197,0.5,0.95,0.95,-21.52743912445119
198,0.5,0.95,0.95,-20.413634139677594
199,0.5,0.95,0.95,-16.54638199650241
200,0.5,0.95,0.95,-18.25220753539933
201,0.5,0.95,0.85,-18.5397479927009
202,0.5,0.95,0.85,-20.27295094781944
203,0.5,0.95,0.85,-22.836611633369888
204,0.5,0.95,0.85,-13.395333133477319
205,0.5,0.95,0.85,-16.111869034319128
206,0.5,0.95,0.85,-19.400130795245605
207,0.5,0.95,0.85,-17.26532077902108
208,0.5,0.95,0.85,-18.45452750781202
209,0.5,0.95,0.85,-20.57396662484969
210,0.5,0.95,0.85,-21.148314246821922
211,0.5,0.95,0.85,-17.16073960644546
212,0.5,0.95,0.85,-20.3329347996462
213,0.5,0.95,0.85,-20.847966298301728
214,0.5,0.95,0.85,-28.408919802331447
215,0.5,0.95,0.85,-19.000764795587394
216,0.5,0.95,0.85,-19.22166731049719
217,0.5,0.95,0.85,-14.909677210373243
218,0.5,0.95,0.85,-14.469170734597473
219,0.5,0.95,0.85,-19.861964466442323
220,0.5,0.95,0.85,-17.783632971500875
221,0.5,0.95,0.85,-20.550578176814632
222,0.5,0.95,0.85,-18.71944446222469
223,0.5,0.95,0.85,-21.019064726796746
224,0.5,0.95,0.85,-18.27495204813714
225,0.5,0.95,0.85,-24.943661911495873
226,0.5,0.95,0.85,-18.041307021408674
227,0.5,0.95,0.85,-19.936989179030334
228,0.5,0.95,0.85,-19.70599779382782
229,0.5,0.95,0.85,-19.809648161614646
230,0.5,0.95,0.85,-19.96467451959064
231,0.5,0.95,0.85,-20.032149523295455
232,0.5,0.95,0.85,-20.583413192568514
233,0.5,0.95,0.85,-19.76637528604322
234,0.5,0.95,0.85,-15.708505624470018
235,0.5,0.95,0.85,-21.497975552689596
236,0.5,0.95,0.85,-23.6222870572063
237,0.5,0.95,0.85,-19.452030006513773
238,0.5,0.95,0.85,-19.287157296630976
239,0.5,0.95,0.85,-20.831695391147928
240,0.5,0.95,0.85,-18.902374137737436
241,0.5,0.95,0.85,-19.984040447463805
242,0.5,0.95,0.85,-21.143404240852817
243,0.5,0.95,0.85,-15.75634015405858
244,0.5,0.95,0.85,-19.49447764367492
245,0.5,0.95,0.85,-19.361837131080616
246,0.5,0.95,0.85,-19.547703814403764
247,0.5,0.95,0.85,-22.897351337866635
248,0.5,0.95,0.85,-21.535272644111267
249,0.5,0.95,0.85,-19.15310833586795
250,0.5,0.95,0.85,-16.181626366296367
251,0.5,0.95,0.85,-19.17265260694859
252,0.5,0.95,0.85,-22.42160529271545
253,0.5,0.95,0.85,-16.679920137586095
254,0.5,0.95,0.85,-19.640529895240437
255,0.5,0.95,0.85,-19.769392082988645
256,0.5,0.95,0.85,-22.740376572484667
257,0.5,0.95,0.85,-20.482730118024524
258,0.5,0.95,0.85,-15.97758261847638
259,0.5,0.95,0.85,-15.831466016567768
260,0.5,0.95,0.85,-22.295594375679475
261,0.5,0.95,0.85,-19.295378696845535
262,0.5,0.95,0.85,-18.61014437161412
263,0.5,0.95,0.85,-20.28376054478125
264,0.5,0.95,0.85,-20.201216300770998
265,0.5,0.95,0.85,-24.623994089944446
266,0.5,0.95,0.85,-18.53024379247077
267,0.5,0.95,0.85,-20.959473260507153
268,0.5,0.95,0.85,-17.814107687176808
269,0.5,0.95,0.85,-13.824279970195917
270,0.5,0.95,0.85,-22.05942449045423
271,0.5,0.95,0.85,-21.633124921792724
272,0.5,0.95,0.85,-21.083658078597523
273,0.5,0.95,0.85,-15.029223969053604
274,0.5,0.95,0.85,-16.10906032925012
275,0.5,0.95,0.85,-22.84872871490669
276,0.5,0.95,0.85,-19.394946034739547
277,0.5,0.95,0.85,-17.34982106774045
278,0.5,0.95,0.85,-17.04227454811142
279,0.5,0.95,0.85,-22.89269604239206
280,0.5,0.95,0.85,-18.931695356689588
281,0.5,0.95,0.85,-19.47899206502293
282,0.5,0.95,0.85,-23.98097726997677
283,0.5,0.95,0.85,-17.903234493127897
284,0.5,0.95,0.85,-19.56195247101954
285,0.5,0.95,0.85,-19.292399416426353
286,0.5,0.95,0.85,-19.076748848805412
287,0.5,0.95,0.85,-19.523032747962443
288,0.5,0.95,0.85,-16.09902979733531
289,0.5,0.95,0.85,-19.06890219896135
290,0.5,0.95,0.85,-20.19438880945826
291,0.5,0.95,0.85,-19.256399687053214
292,0.5,0.95,0.85,-20.960019903584502
293,0.5,0.95,0.85,-18.817639006234543
294,0.5,0.95,0.85,-18.714392008673215
295,0.5,0.95,0.85,-21.19119028523046
296,0.5,0.95,0.85,-16.688704328713936
297,0.5,0.95,0.85,-20.302036175334415
298,0.5,0.95,0.85,-20.69935295814804
299,0.5,0.95,0.85,-22.892208346195524
300,0.5,0.95,0.85,-17.504285339323822
301,0.5,0.95,0.85,-18.07151026432355
302,0.5,0.95,0.85,-18.62700211959365
303,0.5,0.95,0.85,-17.004873345179984
304,0.5,0.95,0.85,-19.11397717051953
305,0.5,0.95,0.85,-23.787014060261512
306,0.5,0.95,0.85,-19.228711645775633
307,0.5,0.95,0.85,-19.83033693617071
308,0.5,0.95,0.85,-18.617224178498365
309,0.5,0.95,0.85,-20.79095295993928
310,0.5,0.95,0.85,-17.75946702609018
311,0.5,0.95,0.85,-19.027741274830813
312,0.5,0.95,0.85,-22.54730440650629
313,0.5,0.95,0.85,-22.34208666460809
314,0.5,0.95,0.85,-18.574457976163803
315,0.5,0.95,0.85,-22.353436435383568
316,0.5,0.95,0.85,-19.329866788531284
317,0.5,0.95,0.85,-19.374340242823543
318,0.5,0.95,0.85,-23.21580508222657
319,0.5,0.95,0.85,-24.256854795950424
320,0.5,0.95,0.85,-22.175848131805225
321,0.5,0.95,0.85,-17.873877280623624
322,0.5,0.95,0.85,-22.19019719425167
323,0.5,0.95,0.85,-18.457301376348468
324,0.5,0.95,0.85,-22.012201488056803
325,0.5,0.95,0.85,-17.246284241379605
326,0.5,0.95,0.85,-15.827690115452736
327,0.5,0.95,0.85,-21.016102133330932
328,0.5,0.95,0.85,-19.463822085070515
329,0.5,0.95,0.85,-24.66443208656702
330,0.5,0.95,0.85,-19.698586194048325
331,0.5,0.95,0.85,-12.620919255628902
332,0.5,0.95,0.85,-18.549686541525414
333,0.5,0.95,0.85,-19.67147117155858
334,0.5,0.95,0.85,-19.269976100272743
335,0.5,0.95,0.85,-11.16773476404949
336,0.5,0.95,0.85,-21.315265036259483
337,0.5,0.95,0.85,-19.20925621686168
338,0.5,0.95,0.85,-21.80535249264642
339,0.5,0.95,0.85,-22.66158247859844
340,0.5,0.95,0.85,-19.871529133485826
341,0.5,0.95,0.85,-18.341120379853002
342,0.5,0.95,0.85,-17.70381827338991
343,0.5,0.95,0.85,-19.76557185235397
344,0.5,0.95,0.85,-22.288404095657953
345,0.5,0.95,0.85,-19.390196550340235
346,0.5,0.95,0.85,-19.170268823323728
347,0.5,0.95,0.85,-19.70325552631126
348,0.5,0.95,0.85,-21.390486610260478
349,0.5,0.95,0.85,-20.044422968243165
350,0.5,0.95,0.85,-15.18236370831051
351,0.5,0.95,0.85,-21.698519667961474
352,0.5,0.95,0.85,-19.901285251645515
353,0.5,0.95,0.85,-18.541372349390976
354,0.5,0.95,0.85,-20.72905880759423
355,0.5,0.95,0.85,-20.16093075693222
356,0.5,0.95,0.85,-19.55375351268673
357,0.5,0.95,0.85,-21.235219714835157
358,0.5,0.95,0.85,-21.495493768330658
359,0.5,0.95,0.85,-18.803149583808544
360,0.5,0.95,0.85,-21.61459561348643
361,0.5,0.95,0.85,-19.229539735557577
362,0.5,0.95,0.85,-22.443568795898692
363,0.5,0.95,0.85,-19.175954417748333
364,0.5,0.95,0.85,-19.649792300599135
365,0.5,0.95,0.85,-18.739331781254393
366,0.5,0.95,0.85,-19.01911405176604
367,0.5,0.95,0.85,-22.711033205544602
368,0.5,0.95,0.85,-18.52745415393309
369,0.5,0.95,0.85,-20.068079782479703
370,0.5,0.95,0.85,-22.352530916375986
371,0.5,0.95,0.85,-17.433931171488098
372,0.5,0.95,0.85,-19.427180997416233
373,0.5,0.95,0.85,-17.756574593580265
374,0.5,0.95,0.85,-21.136356084056285
375,0.5,0.95,0.85,-19.8691630428769
376,0.5,0.95,0.85,-20.38936993059494
377,0.5,0.95,0.85,-18.177000266194774
378,0.5,0.95,0.85,-20.902853622782214
379,0.5,0.95,0.85,-22.535062296999545
380,0.5,0.95,0.85,-19.51822965742121
381,0.5,0.95,0.85,-20.863400223291
382,0.5,0.95,0.85,-17.21927568144305
383,0.5,0.95,0.85,-19.65080042568472
384,0.5,0.95,0.85,-19.62452789368302
385,0.5,0.95,0.85,-19.102690142069825
386,0.5,0.95,0.85,-17.811826334879836
387,0.5,0.95,0.85,-18.60628180708704
388,0.5,0.95,0.85,-19.30886839310834
389,0.5,0.95,0.85,-21.48432621323579
390,0.5,0.95,0.85,-18.516188017955646
391,0.5,0.95,0.85,-19.465603145310915
392,0.5,0.95,0.85,-20.257902879923726
393,0.5,0.95,0.85,-18.100377671775544
394,0.5,0.95,0.85,-18.166493667866174
395,0.5,0.95,0.85,-18.920761843810787
396,0.5,0.95,0.85,-13.8700913607151
397,0.5,0.95,0.85,-18.658131926906314
398,0.5,0.95,0.85,-17.70053791874335
399,0.5,0.95,0.85,-19.919781794663624
400,0.5,0.95,0.85,-20.70404107133177
401,0.5,0.95,0.85,-28.015413721040638
402,0.5,0.95,0.75,-18.262189256410814
403,0.5,0.95,0.75,-16.848538185103425
404,0.5,0.95,0.75,-19.228356355052064
405,0.5,0.95,0.75,-17.08523113194323
406,0.5,0.95,0.75,-21.372329889850285
407,0.5,0.95,0.75,-19.071849609252013
408,0.5,0.95,0.75,-19.32275556397441
409,0.5,0.95,0.75,-17.830996100846875
410,0.5,0.95,0.75,-19.391517973386673
411,0.5,0.95,0.75,-21.20490975374979
412,0.5,0.95,0.75,-19.395127127727495
413,0.5,0.95,0.75,-18.218643020717096
414,0.5,0.95,0.75,-18.325169852694657
415,0.5,0.95,0.75,-20.683618564318373
416,0.5,0.95,0.75,-23.7944306036269
417,0.5,0.95,0.75,-18.782780313988965
418,0.5,0.95,0.75,-19.197200576704063
419,0.5,0.95,0.75,-23.9909690406212
420,0.5,0.95,0.75,-17.67256807567103
421,0.5,0.95,0.75,-19.601904785131666
422,0.5,0.95,0.75,-23.125234329360104
423,0.5,0.95,0.75,-21.720234541094857
424,0.5,0.95,0.75,-19.35820183017057
425,0.5,0.95,0.75,-22.14311483569017
426,0.5,0.95,0.75,-18.92350588615422
427,0.5,0.95,0.75,-19.150549777466438
428,0.5,0.95,0.75,-18.680418213007812
429,0.5,0.95,0.75,-19.726780087180206
430,0.5,0.95,0.75,-19.22055029491711
431,0.5,0.95,0.75,-11.781518559939768
432,0.5,0.95,0.75,-17.605898416087623
433,0.5,0.95,0.75,-24.91848183307937
434,0.5,0.95,0.75,-22.314910734422202
435,0.5,0.95,0.75,-16.37297578590643
436,0.5,0.95,0.75,-19.58829562455765
437,0.5,0.95,0.75,-15.268624475122785
438,0.5,0.95,0.75,-19.47782796020175
439,0.5,0.95,0.75,-19.938382320664985
440,0.5,0.95,0.75,-17.493290258344164
441,0.5,0.95,0.75,-19.011407285743285
442,0.5,0.95,0.75,-19.449031586824166
443,0.5,0.95,0.75,-13.086533772054501
444,0.5,0.95,0.75,-15.951997858249708
445,0.5,0.95,0.75,-18.68521355369021
446,0.5,0.95,0.75,-16.319783482464683
447,0.5,0.95,0.75,-17.84080873279726
448,0.5,0.95,0.75,-21.1656924153054
449,0.5,0.95,0.75,-18.926519823843954
450,0.5,0.95,0.75,-21.163643223492258
451,0.5,0.95,0.75,-18.39216086213574
452,0.5,0.95,0.75,-19.056882536115193
453,0.5,0.95,0.75,-21.119347670948475
454,0.5,0.95,0.75,-14.260567770520323
455,0.5,0.95,0.75,-19.02309659770692
456,0.5,0.95,0.75,-21.436469028889817
457,0.5,0.95,0.75,-16.723776242592095
458,0.5,0.95,0.75,-19.36584571251003
459,0.5,0.95,0.75,-19.376354518596536
460,0.5,0.95,0.75,-24.116159569137086
461,0.5,0.95,0.75,-18.063095904362456
462,0.5,0.95,0.75,-17.989386626854046
463,0.5,0.95,0.75,-21.59931164122986
464,0.5,0.95,0.75,-21.785777680456494
465,0.5,0.95,0.75,-23.050119283997
466,0.5,0.95,0.75,-22.328529193883078
467,0.5,0.95,0.75,-19.910137686044287
468,0.5,0.95,0.75,-25.800920994231184
469,0.5,0.95,0.75,-22.055288597852737
470,0.5,0.95,0.75,-23.119950373030427
471,0.5,0.95,0.75,-18.38991763746421
472,0.5,0.95,0.75,-18.26379698684699
473,0.5,0.95,0.75,-21.055636891582488
474,0.5,0.95,0.75,-18.913127449334503
475,0.5,0.95,0.75,-19.63869050004826
476,0.5,0.95,0.75,-20.102913982410747
477,0.5,0.95,0.75,-17.307949838754308
478,0.5,0.95,0.75,-17.839609700220585
479,0.5,0.95,0.75,-20.916646986010157
480,0.5,0.95,0.75,-19.750802900287116
481,0.5,0.95,0.75,-18.625799636540382
482,0.5,0.95,0.75,-19.35769574508677
483,0.5,0.95,0.75,-18.83523440238317
484,0.5,0.95,0.75,-21.565693628388882
485,0.5,0.95,0.75,-18.828709153212692
486,0.5,0.95,0.75,-18.461229228291273
487,0.5,0.95,0.75,-18.896574409936914
488,0.5,0.95,0.75,-18.351986839302242
489,0.5,0.95,0.75,-21.565027722729518
490,0.5,0.95,0.75,-22.950287259233416
491,0.5,0.95,0.75,-19.558988709235752
492,0.5,0.95,0.75,-19.0120896331387
493,0.5,0.95,0.75,-21.659689053628227
494,0.5,0.95,0.75,-21.936268527114713
495,0.5,0.95,0.75,-21.875313689898682
496,0.5,0.95,0.75,-21.06441611087796
497,0.5,0.95,0.75,-19.256055670162265
498,0.5,0.95,0.75,-19.69552167894476
499,0.5,0.95,0.75,-21.112597435837667
500,0.5,0.95,0.75,-20.487028075428036
501,0.5,0.95,0.75,-20.466895401336
502,0.5,0.95,0.75,-19.469526968505825
503,0.5,0.95,0.75,-18.21850391224382
504,0.5,0.95,0.75,-20.614096739432895
505,0.5,0.95,0.75,-20.283205259517757
506,0.5,0.95,0.75,-18.09092372386532
507,0.5,0.95,0.75,-19.572415592278055
508,0.5,0.95,0.75,-14.92098886044485
509,0.5,0.95,0.75,-17.41496023052325
510,0.5,0.95,0.75,-19.83705744093185
511,0.5,0.95,0.75,-21.304196479601146
512,0.5,0.95,0.75,-19.2887950987839
513,0.5,0.95,0.75,-22.821072077044924
514,0.5,0.95,0.75,-23.887814539544976
515,0.5,0.95,0.75,-18.349850679939117
516,0.5,0.95,0.75,-19.384809574307827
517,0.5,0.95,0.75,-19.61462236715174
518,0.5,0.95,0.75,-24.01623143538239
519,0.5,0.95,0.75,-16.943126222860876
520,0.5,0.95,0.75,-18.73801851394616
521,0.5,0.95,0.75,-23.53687860331938
522,0.5,0.95,0.75,-22.98635592509819
523,0.5,0.95,0.75,-17.361869292909397
524,0.5,0.95,0.75,-23.206531616975237
525,0.5,0.95,0.75,-23.53853485864431
526,0.5,0.95,0.75,-19.607180081360276
527,0.5,0.95,0.75,-21.96276291506178
528,0.5,0.95,0.75,-22.268403489304333
529,0.5,0.95,0.75,-18.827407132800445
530,0.5,0.95,0.75,-18.532711919035027
531,0.5,0.95,0.75,-22.083291667004307
532,0.5,0.95,0.75,-21.346914040484062
533,0.5,0.95,0.75,-19.607927416372085
534,0.5,0.95,0.75,-21.715470441911847
535,0.5,0.95,0.75,-22.832740793504414
536,0.5,0.95,0.75,-20.258479475990534
537,0.5,0.95,0.75,-21.454481094916385
538,0.5,0.95,0.75,-20.308705954058745
539,0.5,0.95,0.75,-19.260514618307525
540,0.5,0.95,0.75,-19.012785149985174
541,0.5,0.95,0.75,-21.340411116586644
542,0.5,0.95,0.75,-18.973661152265894
543,0.5,0.95,0.75,-19.07559041698599
544,0.5,0.95,0.75,-17.781990248849784
545,0.5,0.95,0.75,-16.972382762038677
546,0.5,0.95,0.75,-19.366922150505108
547,0.5,0.95,0.75,-19.755400603887036
548,0.5,0.95,0.75,-18.298791253098585
549,0.5,0.95,0.75,-22.530032692806696
550,0.5,0.95,0.75,-21.384807902228623
551,0.5,0.95,0.75,-19.707587442452084
552,0.5,0.95,0.75,-19.50760082884667
553,0.5,0.95,0.75,-19.669994732183856
554,0.5,0.95,0.75,-17.662870266614462
555,0.5,0.95,0.75,-19.159755228769836
556,0.5,0.95,0.75,-19.954223661158945
557,0.5,0.95,0.75,-21.950767208098043
558,0.5,0.95,0.75,-23.101451864798474
559,0.5,0.95,0.75,-21.654741592219985
560,0.5,0.95,0.75,-20.919155657968727
561,0.5,0.95,0.75,-20.78790885421255
562,0.5,0.95,0.75,-23.687807415138646
563,0.5,0.95,0.75,-19.562977423532672
564,0.5,0.95,0.75,-16.204680336864712
565,0.5,0.95,0.75,-21.51380135177913
566,0.5,0.95,0.75,-19.59950727543547
567,0.5,0.95,0.75,-18.61644523229307
568,0.5,0.95,0.75,-18.274591192775553
569,0.5,0.95,0.75,-18.836510234231465
570,0.5,0.95,0.75,-19.639524950481064
571,0.5,0.95,0.75,-21.81365845567444
572,0.5,0.95,0.75,-18.821442238527464
573,0.5,0.95,0.75,-20.027779008635306
574,0.5,0.95,0.75,-22.44126543184695
575,0.5,0.95,0.75,-21.946988416764768
576,0.5,0.95,0.75,-24.38117907958847
577,0.5,0.95,0.75,-18.536104033388927
578,0.5,0.95,0.75,-19.09299767983327
579,0.5,0.95,0.75,-23.07293894060647
580,0.5,0.95,0.75,-20.128523410363055
581,0.5,0.95,0.75,-19.951591637936552
582,0.5,0.95,0.75,-20.921843634381208
583,0.5,0.95,0.75,-15.870702849845646
584,0.5,0.95,0.75,-19.10517938766966
585,0.5,0.95,0.75,-18.941380227016406
586,0.5,0.95,0.75,-18.03770482198825
587,0.5,0.95,0.75,-18.929458995214574
588,0.5,0.95,0.75,-19.452823207740874
589,0.5,0.95,0.75,-18.802923356399944
590,0.5,0.95,0.75,-19.599181847807223
591,0.5,0.95,0.75,-19.135208403299377
592,0.5,0.95,0.75,-21.76303051345879
593,0.5,0.95,0.75,-19.713945837732393
594,0.5,0.95,0.75,-19.119526540403694
595,0.5,0.95,0.75,-18.761004899473768
596,0.5,0.95,0.75,-20.898938385393336
597,0.5,0.95,0.75,-19.01304562919909
598,0.5,0.95,0.75,-19.56365259747592
599,0.5,0.95,0.75,-21.817942615570033
600,0.5,0.95,0.75,-24.06683229681932
601,0.5,0.95,0.75,-21.462795835552242
602,0.5,0.95,0.75,-21.802854358208382
603,0.5,0.95,0.65,-18.857479951052728
604,0.5,0.95,0.65,-18.45414704112723
605,0.5,0.95,0.65,-18.252679819555294
