num episodio,learning constant,discount factor,exploration factor,acumulated reward
606,0.5,0.95,0.65,-21.422077408657437
607,0.5,0.95,0.65,-21.45053612189048
608,0.5,0.95,0.65,-18.694463535668064
609,0.5,0.95,0.65,-19.37452610407478
610,0.5,0.95,0.65,-19.307534032353658
611,0.5,0.95,0.65,-19.81611970195756
612,0.5,0.95,0.65,-23.3305943474829
613,0.5,0.95,0.65,-21.66807316787377
614,0.5,0.95,0.65,-17.759446113578832
615,0.5,0.95,0.65,-19.79761902288608
616,0.5,0.95,0.65,-19.697479442280756
617,0.5,0.95,0.65,-19.232549241697157
618,0.5,0.95,0.65,-19.14249695678101
619,0.5,0.95,0.65,-21.310553484974044
620,0.5,0.95,0.65,-18.13309742150475
621,0.5,0.95,0.65,-22.10355692515926
622,0.5,0.95,0.65,-22.581471409008223
623,0.5,0.95,0.65,-19.573023655715534
624,0.5,0.95,0.65,-21.63651756668293
625,0.5,0.95,0.65,-19.57519557668778
626,0.5,0.95,0.65,-19.387556783561124
627,0.5,0.95,0.65,-19.52791973790579
628,0.5,0.95,0.65,-19.05068401843569
629,0.5,0.95,0.65,-16.66059244486066
630,0.5,0.95,0.65,-21.767823806068716
631,0.5,0.95,0.65,-19.282801287305947
632,0.5,0.95,0.65,-19.726298473050253
633,0.5,0.95,0.65,-19.527377311549785
634,0.5,0.95,0.65,-19.137199865822012
635,0.5,0.95,0.65,-23.365075001971437
636,0.5,0.95,0.65,-19.275955394125166
637,0.5,0.95,0.65,-18.15229846390283
638,0.5,0.95,0.65,-19.425447053201655
639,0.5,0.95,0.65,-16.25225800901859
640,0.5,0.95,0.65,-19.272695819152332
641,0.5,0.95,0.65,-18.883232473498083
642,0.5,0.95,0.65,-19.80359294997378
643,0.5,0.95,0.65,-19.15497356764073
644,0.5,0.95,0.65,-22.125518442998814
645,0.5,0.95,0.65,-14.534910779365735
646,0.5,0.95,0.65,-19.212905521609734
647,0.5,0.95,0.65,-19.38199021918745
648,0.5,0.95,0.65,-18.474703913545987
649,0.5,0.95,0.65,-16.75189251826554
650,0.5,0.95,0.65,-21.59073672420439
651,0.5,0.95,0.65,-17.456507035225325
652,0.5,0.95,0.65,-19.389056479085486
653,0.5,0.95,0.65,-18.178250351500203
654,0.5,0.95,0.65,-19.913551722390828
655,0.5,0.95,0.65,-18.216905649482992
656,0.5,0.95,0.65,-18.00526845210736
657,0.5,0.95,0.65,-18.517935656407204
658,0.5,0.95,0.65,-18.213177873669125
659,0.5,0.95,0.65,-19.294304560884353
660,0.5,0.95,0.65,-18.279539780117492
661,0.5,0.95,0.65,-18.782504283473138
662,0.5,0.95,0.65,-21.397353093848345
663,0.5,0.95,0.65,-19.245721935365985
664,0.5,0.95,0.65,-18.365602885918275
665,0.5,0.95,0.65,-19.348507909362894
666,0.5,0.95,0.65,-19.88915165593979
667,0.5,0.95,0.65,-16.321139206867365
668,0.5,0.95,0.65,-20.933618236227066
669,0.5,0.95,0.65,-18.97381055169909
670,0.5,0.95,0.65,-19.317365829996543
671,0.5,0.95,0.65,-20.526981945210053
672,0.5,0.95,0.65,-18.945192288631894
673,0.5,0.95,0.65,-18.87436436364042
674,0.5,0.95,0.65,-19.425641292115756
675,0.5,0.95,0.65,-19.779593223553878
676,0.5,0.95,0.65,-23.460817885595027
677,0.5,0.95,0.65,-16.33422168704517
678,0.5,0.95,0.65,-20.350939788840606
679,0.5,0.95,0.65,-19.76191694690701
680,0.5,0.95,0.65,-17.0285009775082
681,0.5,0.95,0.65,-17.85806966479753
682,0.5,0.95,0.65,-19.650816551950847
683,0.5,0.95,0.65,-19.71730511739256
684,0.5,0.95,0.65,-18.31065526180063
685,0.5,0.95,0.65,-17.169331342360255
686,0.5,0.95,0.65,-22.17717466107846
687,0.5,0.95,0.65,-19.606036763999175
688,0.5,0.95,0.65,-19.51727831584549
689,0.5,0.95,0.65,-20.65331394660654
690,0.5,0.95,0.65,-19.432001094084377
691,0.5,0.95,0.65,-22.36713989908325
692,0.5,0.95,0.65,-22.389591582253786
693,0.5,0.95,0.65,-20.7199923677221
694,0.5,0.95,0.65,-20.981673457121733
695,0.5,0.95,0.65,-21.416148147547947
696,0.5,0.95,0.65,-21.294385483203694
697,0.5,0.95,0.65,-19.565753516842026
698,0.5,0.95,0.65,-17.66364381415216
699,0.5,0.95,0.65,-17.929508695964685
700,0.5,0.95,0.65,-15.79170644243948
701,0.5,0.95,0.65,-19.415477508641814
702,0.5,0.95,0.65,-19.164142653271313
703,0.5,0.95,0.65,-23.23281642872145
704,0.5,0.95,0.65,-21.054713648189203
705,0.5,0.95,0.65,-14.592781662377426
706,0.5,0.95,0.65,-23.878336061623727
707,0.5,0.95,0.65,-19.048500923488813
708,0.5,0.95,0.65,-19.625767665584373
709,0.5,0.95,0.65,-13.559953910837525
710,0.5,0.95,0.65,-15.271563226905815
711,0.5,0.95,0.65,-20.439363229264412
712,0.5,0.95,0.65,-17.585026884242577
713,0.5,0.95,0.65,-17.82001010682739
714,0.5,0.95,0.65,-18.165236985612303
715,0.5,0.95,0.65,-21.02613577726779
716,0.5,0.95,0.65,-18.647836681184103
717,0.5,0.95,0.65,-20.253693396003474
718,0.5,0.95,0.65,-19.136161430826625
719,0.5,0.95,0.65,-20.504086878402187
720,0.5,0.95,0.65,-19.55114718130207
721,0.5,0.95,0.65,-18.93173248662177
722,0.5,0.95,0.65,-19.390182408529455
723,0.5,0.95,0.65,-19.429854720798918
724,0.5,0.95,0.65,-19.83322580344365
725,0.5,0.95,0.65,-21.19977777289863
726,0.5,0.95,0.65,-24.210945871852413
727,0.5,0.95,0.65,-21.58232243567841
728,0.5,0.95,0.65,-18.23528103816601
729,0.5,0.95,0.65,-19.68353243748229
730,0.5,0.95,0.65,-18.810755795811943
731,0.5,0.95,0.65,-20.563695869130704
732,0.5,0.95,0.65,-20.251518392889533
733,0.5,0.95,0.65,-21.838135424692194
734,0.5,0.95,0.65,-15.728502819808865
735,0.5,0.95,0.65,-19.066256731577784
736,0.5,0.95,0.65,-18.67093577851005
737,0.5,0.95,0.65,-17.21655181239644
738,0.5,0.95,0.65,-11.831913932229783
739,0.5,0.95,0.65,-18.999738713861554
740,0.5,0.95,0.65,-18.120038594690097
741,0.5,0.95,0.65,-18.67213153709333
742,0.5,0.95,0.65,-25.504430752309442
743,0.5,0.95,0.65,-20.78424057476265
744,0.5,0.95,0.65,-18.908038506692577
745,0.5,0.95,0.65,-22.52673524615286
746,0.5,0.95,0.65,-23.67742333789073
747,0.5,0.95,0.65,-21.407695215039155
748,0.5,0.95,0.65,-19.088131658896373
749,0.5,0.95,0.65,-17.059286787619556
750,0.5,0.95,0.65,-13.282128083850669
751,0.5,0.95,0.65,-18.232811199999155
752,0.5,0.95,0.65,-20.427990205959862
753,0.5,0.95,0.65,-15.069073431404759
754,0.5,0.95,0.65,-15.710844158202454
755,0.5,0.95,0.65,-18.995275784261587
756,0.5,0.95,0.65,-20.54447489916643
757,0.5,0.95,0.65,-20.17519273719516
758,0.5,0.95,0.65,-19.241330179693605
759,0.5,0.95,0.65,-20.65369393332326
760,0.5,0.95,0.65,-23.813067876927597
761,0.5,0.95,0.65,-19.897876437978063
762,0.5,0.95,0.65,-21.392696575693492
763,0.5,0.95,0.65,-19.828621324253113
764,0.5,0.95,0.65,-20.46162271074679
765,0.5,0.95,0.65,-21.14293522959378
766,0.5,0.95,0.65,-19.51117795210799
767,0.5,0.95,0.65,-16.860729921291398
768,0.5,0.95,0.65,-22.13081210966986
769,0.5,0.95,0.65,-21.66049626466335
770,0.5,0.95,0.65,-19.344296611653352
771,0.5,0.95,0.65,-20.21623605840014
772,0.5,0.95,0.65,-19.39666741814275
773,0.5,0.95,0.65,-18.56948735397625
774,0.5,0.95,0.65,-18.088111261204837
775,0.5,0.95,0.65,-14.089779812147025
776,0.5,0.95,0.65,-19.311292272874574
777,0.5,0.95,0.65,-14.896755549365611
778,0.5,0.95,0.65,-19.966988692102127
779,0.5,0.95,0.65,-19.1707298563837
780,0.5,0.95,0.65,-18.54276176051748
781,0.5,0.95,0.65,-11.98723928891825
782,0.5,0.95,0.65,-16.52333062624228
783,0.5,0.95,0.65,-19.496696643428386
784,0.5,0.95,0.65,-18.214315725786893
785,0.5,0.95,0.65,-25.381913051219748
786,0.5,0.95,0.65,-20.9709382726117
787,0.5,0.95,0.65,-19.442938447523503
788,0.5,0.95,0.65,-18.74807953798844
789,0.5,0.95,0.65,-19.085212594494898
790,0.5,0.95,0.65,-18.135791087351485
791,0.5,0.95,0.65,-12.496348669581137
792,0.5,0.95,0.65,-17.18947203871456
793,0.5,0.95,0.65,-19.409354695076267
794,0.5,0.95,0.65,-16.383774162705876
795,0.5,0.95,0.65,-23.86731991689544
796,0.5,0.95,0.65,-18.70526698946291
797,0.5,0.95,0.65,-19.668227720591336
798,0.5,0.95,0.65,-18.388748442262052
799,0.5,0.95,0.65,-19.712297299968455
800,0.5,0.95,0.65,-18.879628468305253
801,0.5,0.95,0.65,-16.7250361287707
802,0.5,0.95,0.65,-19.57473206129446
803,0.5,0.95,0.65,-20.942681030072425
804,0.5,0.95,0.55,-21.023352752384866
805,0.5,0.95,0.55,-20.883758378064755
806,0.5,0.95,0.55,-18.99798358587149
807,0.5,0.95,0.55,-19.422874073114972
808,0.5,0.95,0.55,-17.14752274719988
809,0.5,0.95,0.55,-19.512578572649264
810,0.5,0.95,0.55,-18.840477003021306
811,0.5,0.95,0.55,-18.97574967661267
812,0.5,0.95,0.55,-18.980625741195666
813,0.5,0.95,0.55,-19.85628242106001
814,0.5,0.95,0.55,-17.73604846990977
815,0.5,0.95,0.55,-19.817755200252517
816,0.5,0.95,0.55,-17.53651641029211
817,0.5,0.95,0.55,-21.258304229152138
818,0.5,0.95,0.55,-18.53243698185765
819,0.5,0.95,0.55,-17.78136327068178
820,0.5,0.95,0.55,-19.074513277309382
821,0.5,0.95,0.55,-20.859152016002533
822,0.5,0.95,0.55,-18.333998279815912
823,0.5,0.95,0.55,-18.308287521507616
824,0.5,0.95,0.55,-20.721937952380927
825,0.5,0.95,0.55,-18.379892346890227
826,0.5,0.95,0.55,-17.50135616816985
827,0.5,0.95,0.55,-18.956512789170397
828,0.5,0.95,0.55,-21.213277212044943
829,0.5,0.95,0.55,-21.746214513067848
830,0.5,0.95,0.55,-19.46969867807392
831,0.5,0.95,0.55,-20.401986025611542
832,0.5,0.95,0.55,-17.367160142591377
833,0.5,0.95,0.55,-19.253816433560562
834,0.5,0.95,0.55,-16.33644038080293
835,0.5,0.95,0.55,-19.37554017555691
836,0.5,0.95,0.55,-18.783986484416435
837,0.5,0.95,0.55,-22.57970331987017
838,0.5,0.95,0.55,-21.951379035791216
839,0.5,0.95,0.55,-19.458075036339157
840,0.5,0.95,0.55,-18.266833557926518
841,0.5,0.95,0.55,-21.878614766953792
842,0.5,0.95,0.55,-14.09092625723519
843,0.5,0.95,0.55,-22.78344603197871
844,0.5,0.95,0.55,-16.4464151284012
845,0.5,0.95,0.55,-20.079669137111793
846,0.5,0.95,0.55,-19.14010776717349
847,0.5,0.95,0.55,-14.424099120505977
848,0.5,0.95,0.55,-18.50781006865422
849,0.5,0.95,0.55,-18.339929444937546
850,0.5,0.95,0.55,-22.183838103773745
851,0.5,0.95,0.55,-21.257272976536107
852,0.5,0.95,0.55,-17.71890816990349
853,0.5,0.95,0.55,-20.754808879743365
854,0.5,0.95,0.55,-16.933127571595314
855,0.5,0.95,0.55,-23.591002033214806
856,0.5,0.95,0.55,-16.367191360730047
857,0.5,0.95,0.55,-8.930409287737772
858,0.5,0.95,0.55,-17.039687681837826
859,0.5,0.95,0.55,-22.390295840377526
860,0.5,0.95,0.55,-16.08741645094085
861,0.5,0.95,0.55,-18.614353091652863
862,0.5,0.95,0.55,-19.910960247287566
863,0.5,0.95,0.55,-20.721552389410324
864,0.5,0.95,0.55,-17.53594546182387
865,0.5,0.95,0.55,-18.89076634711965
866,0.5,0.95,0.55,-19.443527124393714
867,0.5,0.95,0.55,-19.139883783411133
868,0.5,0.95,0.55,-19.593068253865844
869,0.5,0.95,0.55,-17.542045769760268
870,0.5,0.95,0.55,-18.323902095179772
871,0.5,0.95,0.55,-16.94744206315203
872,0.5,0.95,0.55,-18.40861993660378
873,0.5,0.95,0.55,-13.661173442517345
874,0.5,0.95,0.55,-18.676445950735822
875,0.5,0.95,0.55,-20.772540633041658
876,0.5,0.95,0.55,-22.806750190617585
877,0.5,0.95,0.55,-21.72268960353052
878,0.5,0.95,0.55,-18.750077925247908
879,0.5,0.95,0.55,-19.142825900774472
880,0.5,0.95,0.55,-18.42546040761057
881,0.5,0.95,0.55,-18.503782855937565
882,0.5,0.95,0.55,-19.68588462862146
883,0.5,0.95,0.55,-19.79297494294865
884,0.5,0.95,0.55,-17.394108316367586
885,0.5,0.95,0.55,-18.325576906802805
886,0.5,0.95,0.55,-13.948390033837196
887,0.5,0.95,0.55,-18.74533898099718
888,0.5,0.95,0.55,-16.94293259747007
889,0.5,0.95,0.55,-18.1047932163804
890,0.5,0.95,0.55,-19.040381821105434
891,0.5,0.95,0.55,-19.82003501312889
892,0.5,0.95,0.55,-19.19226349892016
893,0.5,0.95,0.55,-16.090202768178475
894,0.5,0.95,0.55,-19.63933161299882
895,0.5,0.95,0.55,-19.57274229914837
896,0.5,0.95,0.55,-21.513143146732283
897,0.5,0.95,0.55,-19.142438404497423
898,0.5,0.95,0.55,-18.162481682622804
899,0.5,0.95,0.55,-19.404671047491586
900,0.5,0.95,0.55,-19.508106727606588
901,0.5,0.95,0.55,-7.836614455096532
902,0.5,0.95,0.55,-17.272828686451152
903,0.5,0.95,0.55,-18.89505924044873
904,0.5,0.95,0.55,-20.528108160826605
905,0.5,0.95,0.55,-16.96119702160831
906,0.5,0.95,0.55,-18.78902723375415
907,0.5,0.95,0.55,-18.073692102750474
908,0.5,0.95,0.55,-13.862480702193615
909,0.5,0.95,0.55,-21.007726562907404
910,0.5,0.95,0.55,-15.711816261628755
911,0.5,0.95,0.55,-18.709534129587325
912,0.5,0.95,0.55,-19.029695416786453
913,0.5,0.95,0.55,-19.75794149935941
914,0.5,0.95,0.55,-19.728536378567114
915,0.5,0.95,0.55,-18.939567501041175
916,0.5,0.95,0.55,-18.716074056341302
917,0.5,0.95,0.55,-19.544139308868502
918,0.5,0.95,0.55,-19.266120378666297
919,0.5,0.95,0.55,-22.02220868223361
920,0.5,0.95,0.55,-19.872170617994882
921,0.5,0.95,0.55,-19.072901540807806
922,0.5,0.95,0.55,-19.52507344567494
923,0.5,0.95,0.55,-14.41084801575916
924,0.5,0.95,0.55,-18.833018667106067
925,0.5,0.95,0.55,-19.2086746423237
926,0.5,0.95,0.55,-18.237019779691597
927,0.5,0.95,0.55,-17.89867468347404
928,0.5,0.95,0.55,-13.99469957724159
929,0.5,0.95,0.55,-21.088853728443524
930,0.5,0.95,0.55,-17.993733600638095
931,0.5,0.95,0.55,-17.315995152319964
932,0.5,0.95,0.55,-19.416620100997473
933,0.5,0.95,0.55,-19.108184055084482
934,0.5,0.95,0.55,-24.476938462728334
935,0.5,0.95,0.55,-22.622018861454038
936,0.5,0.95,0.55,-21.29082293350302
937,0.5,0.95,0.55,-19.019399665535175
938,0.5,0.95,0.55,-19.616238210624612
939,0.5,0.95,0.55,-18.928738840368418
940,0.5,0.95,0.55,-19.149165545215894
941,0.5,0.95,0.55,-19.284302014387986
942,0.5,0.95,0.55,-19.670759355197298
943,0.5,0.95,0.55,-18.98267766358115
944,0.5,0.95,0.55,-16.673365030027373
945,0.5,0.95,0.55,-20.802130371771216
946,0.5,0.95,0.55,-19.565961479534508
947,0.5,0.95,0.55,-18.343636720791245
948,0.5,0.95,0.55,-19.77457180241553
949,0.5,0.95,0.55,-20.492279412103372
950,0.5,0.95,0.55,-22.394555344446005
951,0.5,0.95,0.55,-15.362859484122634
952,0.5,0.95,0.55,-19.448482198532798
953,0.5,0.95,0.55,-19.092104013768857
954,0.5,0.95,0.55,-18.574577689440176
955,0.5,0.95,0.55,-23.9122102167892
956,0.5,0.95,0.55,-19.516028211994378
957,0.5,0.95,0.55,-18.053518002397833
958,0.5,0.95,0.55,-15.926118608662199
959,0.5,0.95,0.55,1.9022211426375044
960,0.5,0.95,0.55,-20.04878266092834
961,0.5,0.95,0.55,-19.62039334686487
962,0.5,0.95,0.55,-19.532857162837193
963,0.5,0.95,0.55,-15.375567073977704
964,0.5,0.95,0.55,-19.4814515493065
965,0.5,0.95,0.55,-19.39146416182509
966,0.5,0.95,0.55,-20.1292062240712
967,0.5,0.95,0.55,-16.605894408958406
968,0.5,0.95,0.55,-19.88822772945295
969,0.5,0.95,0.55,-18.403162276406896
970,0.5,0.95,0.55,-18.71212844893495
971,0.5,0.95,0.55,-18.000208591359776
972,0.5,0.95,0.55,-24.10353052764004
973,0.5,0.95,0.55,-18.96923621530627
974,0.5,0.95,0.55,-16.211639964410313
975,0.5,0.95,0.55,-18.961634883256032
976,0.5,0.95,0.55,-19.80192799576201
977,0.5,0.95,0.55,-18.18777557475484
978,0.5,0.95,0.55,-16.828097991126363
979,0.5,0.95,0.55,-19.188665670651417
980,0.5,0.95,0.55,-18.378594304254406
981,0.5,0.95,0.55,-19.325956365125812
982,0.5,0.95,0.55,-21.556234086284757
983,0.5,0.95,0.55,-24.57060337993269
984,0.5,0.95,0.55,-19.781256798202392
985,0.5,0.95,0.55,-19.589261488967455
986,0.5,0.95,0.55,-19.0491526935393
987,0.5,0.95,0.55,-20.68072643038037
988,0.5,0.95,0.55,-19.401400402481606
989,0.5,0.95,0.55,-17.811762708274376
990,0.5,0.95,0.55,-19.371490099583436
991,0.5,0.95,0.55,-18.774022288163486
992,0.5,0.95,0.55,-18.691286638573498
993,0.5,0.95,0.55,-22.60130292633782
994,0.5,0.95,0.55,-19.436053495696818
995,0.5,0.95,0.55,-19.363796752547806
996,0.5,0.95,0.55,-24.018120948555836
997,0.5,0.95,0.55,-17.8141588595997
998,0.5,0.95,0.55,-22.66766722581144
999,0.5,0.95,0.55,0.49756219801956075
1000,0.5,0.95,0.55,-19.62542058648994
1001,0.5,0.95,0.55,-18.44657064726547
1002,0.5,0.95,0.55,-19.499355512141378
1003,0.5,0.95,0.55,-22.215306585421523
1004,0.5,0.95,0.55,-19.798564333916087
1005,0.5,0.95,0.45000000000000007,-21.40414801834226
1006,0.5,0.95,0.45000000000000007,-18.30704845097669
1007,0.5,0.95,0.45000000000000007,-20.361438715149433
1008,0.5,0.95,0.45000000000000007,-20.492248988593616
1009,0.5,0.95,0.45000000000000007,-22.149822751266765
1010,0.5,0.95,0.45000000000000007,-19.05514106601686
1011,0.5,0.95,0.45000000000000007,-17.51823631083299
1012,0.5,0.95,0.45000000000000007,-19.113804537755126
1013,0.5,0.95,0.45000000000000007,-21.385999399981813
1014,0.5,0.95,0.45000000000000007,-20.643206081898928
1015,0.5,0.95,0.45000000000000007,-19.803314527071446
1016,0.5,0.95,0.45000000000000007,-12.756580426069672
1017,0.5,0.95,0.45000000000000007,-17.466414626724973
1018,0.5,0.95,0.45000000000000007,-23.734389821771902
1019,0.5,0.95,0.45000000000000007,-19.037569093871205
1020,0.5,0.95,0.45000000000000007,-16.771249256044108
1021,0.5,0.95,0.45000000000000007,-17.327838313858223
1022,0.5,0.95,0.45000000000000007,-16.47213802849766
1023,0.5,0.95,0.45000000000000007,-19.55913492420073
1024,0.5,0.95,0.45000000000000007,-23.254104629964655
1025,0.5,0.95,0.45000000000000007,-22.042235640376934
1026,0.5,0.95,0.45000000000000007,-19.05493885656642
1027,0.5,0.95,0.45000000000000007,-18.971344421287426
1028,0.5,0.95,0.45000000000000007,-19.21958146623079
1029,0.5,0.95,0.45000000000000007,-20.89861832136848
1030,0.5,0.95,0.45000000000000007,-24.35447426368578
1031,0.5,0.95,0.45000000000000007,-17.532530995164446
1032,0.5,0.95,0.45000000000000007,-18.400658163804714
1033,0.5,0.95,0.45000000000000007,-17.933659768284123
1034,0.5,0.95,0.45000000000000007,-19.434475714687252
1035,0.5,0.95,0.45000000000000007,-21.265013672335257
1036,0.5,0.95,0.45000000000000007,-21.428556740086844
1037,0.5,0.95,0.45000000000000007,-18.372595359462192
1038,0.5,0.95,0.45000000000000007,-21.525620194464608
1039,0.5,0.95,0.45000000000000007,-24.999940897527292
1040,0.5,0.95,0.45000000000000007,-16.260949274526237
1041,0.5,0.95,0.45000000000000007,-19.900515001733147
1042,0.5,0.95,0.45000000000000007,-16.04822687176558
1043,0.5,0.95,0.45000000000000007,-16.760833053848902
1044,0.5,0.95,0.45000000000000007,-20.95216607123229
1045,0.5,0.95,0.45000000000000007,-15.773935265321072
1046,0.5,0.95,0.45000000000000007,-17.347961726120957
1047,0.5,0.95,0.45000000000000007,-18.98771121583808
1048,0.5,0.95,0.45000000000000007,-14.30402829678636
1049,0.5,0.95,0.45000000000000007,-17.502913623321714
1050,0.5,0.95,0.45000000000000007,-19.586738696064295
1051,0.5,0.95,0.45000000000000007,-17.293420309764297
1052,0.5,0.95,0.45000000000000007,-15.820064793991431
1053,0.5,0.95,0.45000000000000007,-20.654471415531823
1054,0.5,0.95,0.45000000000000007,-18.39156186559338
1055,0.5,0.95,0.45000000000000007,-12.00722502133049
1056,0.5,0.95,0.45000000000000007,-18.390872684991443
1057,0.5,0.95,0.45000000000000007,-15.365025366781815
1058,0.5,0.95,0.45000000000000007,-20.38764314656794
1059,0.5,0.95,0.45000000000000007,-19.614549424386208
1060,0.5,0.95,0.45000000000000007,-21.423117047091424
1061,0.5,0.95,0.45000000000000007,-18.851338096864307
1062,0.5,0.95,0.45000000000000007,-19.753379014856193
1063,0.5,0.95,0.45000000000000007,-21.307991156318216
1064,0.5,0.95,0.45000000000000007,-19.20958437534887
1065,0.5,0.95,0.45000000000000007,-19.107590711775675
1066,0.5,0.95,0.45000000000000007,-19.43179741880703
1067,0.5,0.95,0.45000000000000007,-18.659405772115488
1068,0.5,0.95,0.45000000000000007,-20.68075868109514
1069,0.5,0.95,0.45000000000000007,-21.920479361000552
1070,0.5,0.95,0.45000000000000007,-23.65400581287685
1071,0.5,0.95,0.45000000000000007,-19.630515447915293
1072,0.5,0.95,0.45000000000000007,-19.113110486061412
1073,0.5,0.95,0.45000000000000007,-18.48066992496002
1074,0.5,0.95,0.45000000000000007,-17.644028697098726
1075,0.5,0.95,0.45000000000000007,-19.37971375105494
1076,0.5,0.95,0.45000000000000007,-18.900011361003784
1077,0.5,0.95,0.45000000000000007,-17.086108464291573
1078,0.5,0.95,0.45000000000000007,-19.645714192384034
1079,0.5,0.95,0.45000000000000007,-19.70135699034679
1080,0.5,0.95,0.45000000000000007,-19.788271053403516
1081,0.5,0.95,0.45000000000000007,-20.915946487439086
1082,0.5,0.95,0.45000000000000007,-22.005419546253112
1083,0.5,0.95,0.45000000000000007,-21.29212894349867
1084,0.5,0.95,0.45000000000000007,-20.776763146870845
1085,0.5,0.95,0.45000000000000007,-20.603359375161066
1086,0.5,0.95,0.45000000000000007,-21.315775534362846
1087,0.5,0.95,0.45000000000000007,-21.383585998794143
1088,0.5,0.95,0.45000000000000007,-21.14920227446324
1089,0.5,0.95,0.45000000000000007,-9.06560038382378
1090,0.5,0.95,0.45000000000000007,-12.23821156102809
1091,0.5,0.95,0.45000000000000007,-21.114786522717985
1092,0.5,0.95,0.45000000000000007,-10.116523196752858
1093,0.5,0.95,0.45000000000000007,-18.934502588926225
1094,0.5,0.95,0.45000000000000007,-19.344146512217574
1095,0.5,0.95,0.45000000000000007,-19.404545927561085
1096,0.5,0.95,0.45000000000000007,-15.06897608548552
1097,0.5,0.95,0.45000000000000007,-18.963006835318684
1098,0.5,0.95,0.45000000000000007,-19.21994578020467
1099,0.5,0.95,0.45000000000000007,-24.556256135988214
1100,0.5,0.95,0.45000000000000007,-21.449324701480013
1101,0.5,0.95,0.45000000000000007,-16.571784343987154
1102,0.5,0.95,0.45000000000000007,-22.386539736357832
1103,0.5,0.95,0.45000000000000007,-19.42427567082294
1104,0.5,0.95,0.45000000000000007,-14.196345522566066
1105,0.5,0.95,0.45000000000000007,-18.613059660545677
1106,0.5,0.95,0.45000000000000007,-17.320223824421547
1107,0.5,0.95,0.45000000000000007,-19.284455822261723
1108,0.5,0.95,0.45000000000000007,-20.84206194291951
1109,0.5,0.95,0.45000000000000007,-19.241680088388737
1110,0.5,0.95,0.45000000000000007,-19.080913356885276
1111,0.5,0.95,0.45000000000000007,-19.588379452113394
1112,0.5,0.95,0.45000000000000007,-17.177776169725853
1113,0.5,0.95,0.45000000000000007,-19.152145141972692
1114,0.5,0.95,0.45000000000000007,-18.828107439711204
1115,0.5,0.95,0.45000000000000007,-18.592751188658855
1116,0.5,0.95,0.45000000000000007,-20.67013322956938
1117,0.5,0.95,0.45000000000000007,-18.630971144929976
1118,0.5,0.95,0.45000000000000007,-19.37974860851294
1119,0.5,0.95,0.45000000000000007,-19.36665502773923
1120,0.5,0.95,0.45000000000000007,-21.272654390635317
1121,0.5,0.95,0.45000000000000007,-20.88366549009768
1122,0.5,0.95,0.45000000000000007,-18.84703040947495
1123,0.5,0.95,0.45000000000000007,-16.39504942628658
1124,0.5,0.95,0.45000000000000007,-17.471946191597887
1125,0.5,0.95,0.45000000000000007,-19.60176634349868
1126,0.5,0.95,0.45000000000000007,-14.2282859371232
1127,0.5,0.95,0.45000000000000007,-18.523021328355735
1128,0.5,0.95,0.45000000000000007,-19.925383379847027
1129,0.5,0.95,0.45000000000000007,-17.701615079673676
1130,0.5,0.95,0.45000000000000007,-16.072361166606566
1131,0.5,0.95,0.45000000000000007,-17.978135177313405
1132,0.5,0.95,0.45000000000000007,-21.394912937968673
1133,0.5,0.95,0.45000000000000007,-18.69641890138867
1134,0.5,0.95,0.45000000000000007,-21.153208685281463
1135,0.5,0.95,0.45000000000000007,-17.63378072276895
1136,0.5,0.95,0.45000000000000007,-20.11374838672617
1137,0.5,0.95,0.45000000000000007,-22.487563387218188
1138,0.5,0.95,0.45000000000000007,-18.62150916836301
1139,0.5,0.95,0.45000000000000007,-22.437179068430748
1140,0.5,0.95,0.45000000000000007,-19.01764348044154
1141,0.5,0.95,0.45000000000000007,-16.851856651690852
1142,0.5,0.95,0.45000000000000007,-17.304014255151998
1143,0.5,0.95,0.45000000000000007,-18.07846420614503
1144,0.5,0.95,0.45000000000000007,-18.560798171415666
1145,0.5,0.95,0.45000000000000007,-17.400355824789166
1146,0.5,0.95,0.45000000000000007,-19.15256258511973
1147,0.5,0.95,0.45000000000000007,-24.522061599660553
1148,0.5,0.95,0.45000000000000007,-19.273587439303444
1149,0.5,0.95,0.45000000000000007,-19.602850327561992
1150,0.5,0.95,0.45000000000000007,-23.583929325350407
1151,0.5,0.95,0.45000000000000007,-22.230944132095928
1152,0.5,0.95,0.45000000000000007,-18.815666130083653
1153,0.5,0.95,0.45000000000000007,-19.39318354887558
1154,0.5,0.95,0.45000000000000007,-19.2056461780975
1155,0.5,0.95,0.45000000000000007,-22.1086181926105
1156,0.5,0.95,0.45000000000000007,-20.764169441321965
1157,0.5,0.95,0.45000000000000007,-20.898620995151134
1158,0.5,0.95,0.45000000000000007,-21.85104603134935
1159,0.5,0.95,0.45000000000000007,-15.186648108730258
1160,0.5,0.95,0.45000000000000007,-18.942430845648044
1161,0.5,0.95,0.45000000000000007,-19.465170684178503
1162,0.5,0.95,0.45000000000000007,-17.84363646945527
1163,0.5,0.95,0.45000000000000007,-17.356242386617538
1164,0.5,0.95,0.45000000000000007,-17.851932157187104
1165,0.5,0.95,0.45000000000000007,-20.91291836043369
1166,0.5,0.95,0.45000000000000007,-22.474796542563613
1167,0.5,0.95,0.45000000000000007,-17.83665367820447
1168,0.5,0.95,0.45000000000000007,-18.690766093345754
1169,0.5,0.95,0.45000000000000007,-17.411527965990732
