num episodio,learning constant,discount factor,exploration factor,acumulated reward
603,0.5,0.95,0.65,-19.43878076938
604,0.5,0.95,0.65,-19.926609908803506
605,0.5,0.95,0.65,-19.54582050207686
606,0.5,0.95,0.65,-18.439857414367957
607,0.5,0.95,0.65,-21.85416085274118
608,0.5,0.95,0.65,-23.928024994657715
609,0.5,0.95,0.65,-19.80526984843444
610,0.5,0.95,0.65,-26.93709098445563
611,0.5,0.95,0.65,-17.95512227531532
612,0.5,0.95,0.65,-21.44250476785961
613,0.5,0.95,0.65,-15.359813117833198
614,0.5,0.95,0.65,-19.40499018588303
615,0.5,0.95,0.65,-21.07451059290531
616,0.5,0.95,0.65,-18.246191267579416
617,0.5,0.95,0.65,-20.30663552326776
618,0.5,0.95,0.65,-19.338345978764497
619,0.5,0.95,0.65,-19.668572917119214
620,0.5,0.95,0.65,-19.70381712111289
621,0.5,0.95,0.65,-21.443268253683662
622,0.5,0.95,0.65,-19.626119362913656
623,0.5,0.95,0.65,-17.805545096031405
624,0.5,0.95,0.65,-19.64775728889095
625,0.5,0.95,0.65,-22.933963009719683
626,0.5,0.95,0.65,-20.325264538202777
627,0.5,0.95,0.65,-18.585624874750856
628,0.5,0.95,0.65,-17.412538894710796
629,0.5,0.95,0.65,-19.780663322158727
630,0.5,0.95,0.65,-21.09628109492746
631,0.5,0.95,0.65,-18.54144222344692
632,0.5,0.95,0.65,-27.944945364866605
633,0.5,0.95,0.65,-19.755911647800456
634,0.5,0.95,0.65,-21.665323550953914
635,0.5,0.95,0.65,-19.05244741103682
636,0.5,0.95,0.65,-20.826607819468787
637,0.5,0.95,0.65,-16.022577150160963
638,0.5,0.95,0.65,-21.219520880417168
639,0.5,0.95,0.65,-21.925082352104877
640,0.5,0.95,0.65,-19.46202284283074
641,0.5,0.95,0.65,-19.87686775047278
642,0.5,0.95,0.65,-21.994116348152172
643,0.5,0.95,0.65,-19.6371493592508
644,0.5,0.95,0.65,-19.030235603638292
645,0.5,0.95,0.65,-23.389938795898246
646,0.5,0.95,0.65,-21.377183294868733
647,0.5,0.95,0.65,-20.48388425265172
648,0.5,0.95,0.65,-21.64172734270276
649,0.5,0.95,0.65,-20.242982665229903
650,0.5,0.95,0.65,-18.968230581267015
651,0.5,0.95,0.65,-19.757636896092688
652,0.5,0.95,0.65,-19.31484079120002
653,0.5,0.95,0.65,-19.525293671186986
654,0.5,0.95,0.65,-22.691713884848163
655,0.5,0.95,0.65,-18.35392863805027
656,0.5,0.95,0.65,-18.535248224803915
657,0.5,0.95,0.65,-17.501016874062962
658,0.5,0.95,0.65,-19.049729234674693
659,0.5,0.95,0.65,-19.444774966301622
660,0.5,0.95,0.65,-19.412660997241055
661,0.5,0.95,0.65,-14.353834749064628
662,0.5,0.95,0.65,-18.60619381378028
663,0.5,0.95,0.65,-18.113198611525675
664,0.5,0.95,0.65,-19.466063810839675
665,0.5,0.95,0.65,-22.000846545581577
666,0.5,0.95,0.65,-21.605612868154843
667,0.5,0.95,0.65,-21.983689874893695
668,0.5,0.95,0.65,-20.514377629593127
669,0.5,0.95,0.65,-19.97217654089327
670,0.5,0.95,0.65,-18.401269658067744
671,0.5,0.95,0.65,-12.50430227480376
672,0.5,0.95,0.65,-21.21585411337826
673,0.5,0.95,0.65,-19.36729815570414
674,0.5,0.95,0.65,-19.013193831555217
675,0.5,0.95,0.65,-19.224672665040085
676,0.5,0.95,0.65,-22.32265353465126
677,0.5,0.95,0.65,-25.003888448523288
678,0.5,0.95,0.65,-19.526860655554444
679,0.5,0.95,0.65,-20.4140888911492
680,0.5,0.95,0.65,-21.040051023358302
681,0.5,0.95,0.65,-22.759015526540544
682,0.5,0.95,0.65,-18.197439876792618
683,0.5,0.95,0.65,-19.300027820395925
684,0.5,0.95,0.65,-19.412039339237037
685,0.5,0.95,0.65,-18.067787630840165
686,0.5,0.95,0.65,-19.820843389977263
687,0.5,0.95,0.65,-19.545764713722647
688,0.5,0.95,0.65,-17.460774559261914
689,0.5,0.95,0.65,-16.922850448406077
690,0.5,0.95,0.65,-19.057353048429874
691,0.5,0.95,0.65,-20.03681001924533
692,0.5,0.95,0.65,-19.498344083892896
693,0.5,0.95,0.65,-24.182975454120516
694,0.5,0.95,0.65,-20.997672252844012
695,0.5,0.95,0.65,-24.284741012342874
696,0.5,0.95,0.65,-19.120270204888136
697,0.5,0.95,0.65,-15.389520606737452
698,0.5,0.95,0.65,-17.433669841946323
699,0.5,0.95,0.65,-19.248309160647384
700,0.5,0.95,0.65,-16.953183009774786
701,0.5,0.95,0.65,-14.940401356756542
702,0.5,0.95,0.65,-13.891493170284436
703,0.5,0.95,0.65,-18.085858582386557
704,0.5,0.95,0.65,-19.681650859211086
705,0.5,0.95,0.65,-18.838422635964733
706,0.5,0.95,0.65,-18.558252176375873
707,0.5,0.95,0.65,-18.278886952612705
708,0.5,0.95,0.65,-20.873752714114467
709,0.5,0.95,0.65,-22.18040330137766
710,0.5,0.95,0.65,-25.315335604506526
711,0.5,0.95,0.65,-22.471115937693103
712,0.5,0.95,0.65,-19.086519871570204
713,0.5,0.95,0.65,-20.18859023539026
714,0.5,0.95,0.65,-18.311690084039
715,0.5,0.95,0.65,-17.877154226940274
716,0.5,0.95,0.65,-19.4198739708823
717,0.5,0.95,0.65,-19.533686632612252
718,0.5,0.95,0.65,-18.891170017897725
719,0.5,0.95,0.65,-19.64832207073105
720,0.5,0.95,0.65,-15.549556645530568
721,0.5,0.95,0.65,-19.748312614968178
722,0.5,0.95,0.65,-19.83973376024807
723,0.5,0.95,0.65,-18.99644626739228
724,0.5,0.95,0.65,-19.434757247686296
725,0.5,0.95,0.65,-23.718194532052248
726,0.5,0.95,0.65,-20.127280859392304
727,0.5,0.95,0.65,-19.629286869603987
728,0.5,0.95,0.65,-18.34236575018221
729,0.5,0.95,0.65,-19.333529240313855
730,0.5,0.95,0.65,-18.74620783136915
731,0.5,0.95,0.65,-18.89200473614369
732,0.5,0.95,0.65,-15.15313515859101
733,0.5,0.95,0.65,-17.641724538279036
734,0.5,0.95,0.65,-19.336040599045052
735,0.5,0.95,0.65,-19.474797429299016
736,0.5,0.95,0.65,-19.158147286244652
737,0.5,0.95,0.65,-22.537583347606958
738,0.5,0.95,0.65,-20.303226802035077
739,0.5,0.95,0.65,-20.078151132438844
740,0.5,0.95,0.65,-22.4923089567911
741,0.5,0.95,0.65,-17.393642673096195
742,0.5,0.95,0.65,-19.200784955777028
743,0.5,0.95,0.65,-18.456254610160677
744,0.5,0.95,0.65,-20.819451841178193
745,0.5,0.95,0.65,-17.750665647849573
746,0.5,0.95,0.65,-18.605590274735302
747,0.5,0.95,0.65,-19.665609027005168
748,0.5,0.95,0.65,-19.45117482066826
749,0.5,0.95,0.65,-18.463791308373693
750,0.5,0.95,0.65,-16.326586026285046
751,0.5,0.95,0.65,-23.10257727827839
752,0.5,0.95,0.65,-19.438137879452846
753,0.5,0.95,0.65,-19.258788683479874
754,0.5,0.95,0.65,-21.09027449219609
755,0.5,0.95,0.65,-18.212920295126768
756,0.5,0.95,0.65,-18.480537829034695
757,0.5,0.95,0.65,-16.54956846310628
758,0.5,0.95,0.65,-18.553706171982622
759,0.5,0.95,0.65,-18.93966176097433
760,0.5,0.95,0.65,-19.698209815802652
761,0.5,0.95,0.65,-19.688691189371205
762,0.5,0.95,0.65,-18.853100770899363
763,0.5,0.95,0.65,-18.149614567684093
764,0.5,0.95,0.65,-18.803025556341478
765,0.5,0.95,0.65,-19.764047080600818
766,0.5,0.95,0.65,-14.286023662480986
767,0.5,0.95,0.65,-13.964371201527822
768,0.5,0.95,0.65,-19.467396594671655
769,0.5,0.95,0.65,-23.811098922684554
770,0.5,0.95,0.65,-19.8229503493514
771,0.5,0.95,0.65,-20.313615098663977
772,0.5,0.95,0.65,-22.181605383235194
773,0.5,0.95,0.65,-19.676310990781204
774,0.5,0.95,0.65,-15.169457155939558
775,0.5,0.95,0.65,-21.458070844870104
776,0.5,0.95,0.65,-19.025038453360228
777,0.5,0.95,0.65,-18.581014094425335
778,0.5,0.95,0.65,-20.61493378852425
779,0.5,0.95,0.65,-21.151039633771237
780,0.5,0.95,0.65,-18.325974022020535
781,0.5,0.95,0.65,-24.877874694066335
782,0.5,0.95,0.65,-19.07024990789064
783,0.5,0.95,0.65,-20.948459515852196
784,0.5,0.95,0.65,-19.337230690425454
785,0.5,0.95,0.65,-18.0995021636506
786,0.5,0.95,0.65,-19.483709555145047
787,0.5,0.95,0.65,-18.970602429503945
788,0.5,0.95,0.65,-19.647199119744684
789,0.5,0.95,0.65,-20.966465754322623
790,0.5,0.95,0.65,-22.3997466554016
791,0.5,0.95,0.65,-19.478835656650602
792,0.5,0.95,0.65,-23.335033013305683
793,0.5,0.95,0.65,-18.757912462238
794,0.5,0.95,0.65,-18.52099336326335
795,0.5,0.95,0.65,-23.66491832600603
796,0.5,0.95,0.65,-21.561517457211163
797,0.5,0.95,0.65,-21.600287982143303
798,0.5,0.95,0.65,-18.902978061065365
799,0.5,0.95,0.65,-23.09340564853144
800,0.5,0.95,0.65,-18.44972857161496
801,0.5,0.95,0.65,-19.979137644800044
802,0.5,0.95,0.65,-19.474548478073643
803,0.5,0.95,0.65,-19.05902685955472
804,0.5,0.95,0.55,-18.984002599333877
805,0.5,0.95,0.55,-20.38723852519032
806,0.5,0.95,0.55,-26.828846227507
807,0.5,0.95,0.55,-18.114767584301543
808,0.5,0.95,0.55,-19.594985759298158
809,0.5,0.95,0.55,-20.948030110547542
810,0.5,0.95,0.55,-20.882945861649873
811,0.5,0.95,0.55,-20.97376505091043
812,0.5,0.95,0.55,-19.37063673589024
813,0.5,0.95,0.55,-21.314329782752573
814,0.5,0.95,0.55,-20.998447718433322
815,0.5,0.95,0.55,-21.739897768893194
816,0.5,0.95,0.55,-20.730696521579635
817,0.5,0.95,0.55,-21.489343681761653
818,0.5,0.95,0.55,-21.882899272076724
819,0.5,0.95,0.55,-18.91349680516908
820,0.5,0.95,0.55,-16.188526381530473
821,0.5,0.95,0.55,-18.26014426107684
822,0.5,0.95,0.55,-19.699565044536232
823,0.5,0.95,0.55,-19.69031856101221
824,0.5,0.95,0.55,-20.406883645547172
825,0.5,0.95,0.55,-21.419586754569515
826,0.5,0.95,0.55,-21.12624126130574
827,0.5,0.95,0.55,-22.226933082461766
828,0.5,0.95,0.55,-17.779289554407946
829,0.5,0.95,0.55,-19.38263608523858
830,0.5,0.95,0.55,-20.868274637783813
831,0.5,0.95,0.55,-17.026345448964086
832,0.5,0.95,0.55,-18.358673447524037
833,0.5,0.95,0.55,-23.707120617687654
834,0.5,0.95,0.55,-19.234948754443938
835,0.5,0.95,0.55,-19.0255421874183
836,0.5,0.95,0.55,-21.215960626010105
837,0.5,0.95,0.55,-18.02544450000364
838,0.5,0.95,0.55,-20.268330859711323
839,0.5,0.95,0.55,-18.909005008004588
840,0.5,0.95,0.55,-22.443801196311068
841,0.5,0.95,0.55,-17.2171357586976
842,0.5,0.95,0.55,-21.40598807141556
843,0.5,0.95,0.55,-21.393753703430285
844,0.5,0.95,0.55,-20.425588718533447
845,0.5,0.95,0.55,-20.148374568688794
846,0.5,0.95,0.55,-19.882786368668032
847,0.5,0.95,0.55,-21.457669461058753
848,0.5,0.95,0.55,-19.18338386465488
849,0.5,0.95,0.55,-22.401149842161942
850,0.5,0.95,0.55,-11.571950633798528
851,0.5,0.95,0.55,-21.182960340100546
852,0.5,0.95,0.55,-18.753210917412726
853,0.5,0.95,0.55,-21.408242908360585
854,0.5,0.95,0.55,-22.174176714823684
855,0.5,0.95,0.55,-19.566317737763043
856,0.5,0.95,0.55,-15.999224089300204
857,0.5,0.95,0.55,-19.749168736715216
858,0.5,0.95,0.55,-21.587112862065897
859,0.5,0.95,0.55,-21.29262430974177
860,0.5,0.95,0.55,-20.522869482045465
861,0.5,0.95,0.55,-18.883248773926898
862,0.5,0.95,0.55,-30.554803443837937
863,0.5,0.95,0.55,-20.158650242450648
864,0.5,0.95,0.55,-18.052823031418445
865,0.5,0.95,0.55,-22.299656908546833
866,0.5,0.95,0.55,-22.312633936551162
867,0.5,0.95,0.55,-20.64240712435465
868,0.5,0.95,0.55,-20.653577801573014
869,0.5,0.95,0.55,-21.438080314288403
870,0.5,0.95,0.55,-22.00578393938045
871,0.5,0.95,0.55,-16.437320110166063
872,0.5,0.95,0.55,-21.238266041564163
873,0.5,0.95,0.55,-19.956199491870997
874,0.5,0.95,0.55,-22.23724970593444
875,0.5,0.95,0.55,-21.280739629823817
876,0.5,0.95,0.55,-23.09132194612793
877,0.5,0.95,0.55,-22.721492687889487
878,0.5,0.95,0.55,-20.467888095277075
879,0.5,0.95,0.55,-21.053894319810276
880,0.5,0.95,0.55,-21.134698362262977
881,0.5,0.95,0.55,-21.987844331248702
882,0.5,0.95,0.55,-16.37592447491458
883,0.5,0.95,0.55,-19.26618002057562
884,0.5,0.95,0.55,-17.432581156102188
885,0.5,0.95,0.55,-14.876814809750599
886,0.5,0.95,0.55,-19.624494146607656
887,0.5,0.95,0.55,-18.852760800646493
888,0.5,0.95,0.55,-19.676587569088706
889,0.5,0.95,0.55,-16.923086805455267
890,0.5,0.95,0.55,-16.748248686385782
891,0.5,0.95,0.55,-18.646768344568347
892,0.5,0.95,0.55,-17.925934491409947
893,0.5,0.95,0.55,-18.082390580020114
894,0.5,0.95,0.55,-20.61914765331654
895,0.5,0.95,0.55,-22.822238834720398
896,0.5,0.95,0.55,-21.53105907015317
897,0.5,0.95,0.55,-19.392572263478762
898,0.5,0.95,0.55,-21.750383578741662
899,0.5,0.95,0.55,-22.37377107284328
900,0.5,0.95,0.55,-22.40090076598058
901,0.5,0.95,0.55,-19.350647217389625
902,0.5,0.95,0.55,-21.042875068743932
903,0.5,0.95,0.55,-22.12307279759262
904,0.5,0.95,0.55,-19.5253446291402
905,0.5,0.95,0.55,-20.056082365396993
906,0.5,0.95,0.55,-19.773459310477005
907,0.5,0.95,0.55,-14.029823470221693
908,0.5,0.95,0.55,-18.1465369315622
909,0.5,0.95,0.55,-21.37034379435827
910,0.5,0.95,0.55,-22.424993234868655
911,0.5,0.95,0.55,-21.70722670241491
912,0.5,0.95,0.55,-22.52085250291406
913,0.5,0.95,0.55,-16.171645636931228
914,0.5,0.95,0.55,-19.173858026515695
915,0.5,0.95,0.55,-18.997640910176848
916,0.5,0.95,0.55,-16.32505875124935
917,0.5,0.95,0.55,-17.63784396635793
918,0.5,0.95,0.55,-19.311384744819613
919,0.5,0.95,0.55,-21.259692784278634
920,0.5,0.95,0.55,-18.15412055847996
921,0.5,0.95,0.55,-19.2204499990698
922,0.5,0.95,0.55,-22.13772133320096
923,0.5,0.95,0.55,-16.15686364646367
924,0.5,0.95,0.55,-18.471382755341445
925,0.5,0.95,0.55,-19.098141937482982
926,0.5,0.95,0.55,-21.471830103152207
927,0.5,0.95,0.55,-18.939018492906296
928,0.5,0.95,0.55,-21.145113274235506
929,0.5,0.95,0.55,-25.1904891500255
930,0.5,0.95,0.55,-22.84776401015192
931,0.5,0.95,0.55,-20.664634734158494
932,0.5,0.95,0.55,-17.88314327354574
933,0.5,0.95,0.55,-18.60098518186334
934,0.5,0.95,0.55,-19.77688641801955
935,0.5,0.95,0.55,-18.383846058691248
936,0.5,0.95,0.55,-17.69506980334127
937,0.5,0.95,0.55,-22.30183612947854
938,0.5,0.95,0.55,-18.94470578897492
939,0.5,0.95,0.55,-19.511998805958495
940,0.5,0.95,0.55,-18.66677547914601
941,0.5,0.95,0.55,-19.65877768231306
942,0.5,0.95,0.55,-22.31486660261951
943,0.5,0.95,0.55,-19.898096881850282
944,0.5,0.95,0.55,-19.74675890096579
945,0.5,0.95,0.55,-20.62074006789783
946,0.5,0.95,0.55,-19.623825380595935
947,0.5,0.95,0.55,-22.14362799010187
948,0.5,0.95,0.55,-19.050230863685037
949,0.5,0.95,0.55,-13.300438869567108
950,0.5,0.95,0.55,-22.203763918793484
951,0.5,0.95,0.55,-16.948073677031715
952,0.5,0.95,0.55,-17.981859427417188
953,0.5,0.95,0.55,-18.58023416997094
954,0.5,0.95,0.55,-21.196398901622324
955,0.5,0.95,0.55,-19.338376043541952
956,0.5,0.95,0.55,-21.111053715027587
957,0.5,0.95,0.55,-18.9879734918179
958,0.5,0.95,0.55,-21.054331560898312
959,0.5,0.95,0.55,-25.35393679018643
960,0.5,0.95,0.55,-22.641958045759235
961,0.5,0.95,0.55,-19.483455087683577
962,0.5,0.95,0.55,-19.769566683121283
963,0.5,0.95,0.55,-19.724965409922948
964,0.5,0.95,0.55,-18.10182196673456
965,0.5,0.95,0.55,-20.999970538498474
966,0.5,0.95,0.55,-18.748205166745695
967,0.5,0.95,0.55,-19.326279214583256
968,0.5,0.95,0.55,-19.204303099238963
969,0.5,0.95,0.55,-19.62145088008579
970,0.5,0.95,0.55,-23.009302427250773
971,0.5,0.95,0.55,-21.167868539582592
972,0.5,0.95,0.55,-19.00285157825636
973,0.5,0.95,0.55,-18.79973070174627
974,0.5,0.95,0.55,-18.85757608620514
975,0.5,0.95,0.55,-19.90129827215377
976,0.5,0.95,0.55,-15.99522256277044
977,0.5,0.95,0.55,-18.20096976888634
978,0.5,0.95,0.55,-21.718429630687364
979,0.5,0.95,0.55,-19.21990399137324
980,0.5,0.95,0.55,-17.62054693845643
981,0.5,0.95,0.55,-22.120128922984954
982,0.5,0.95,0.55,-20.950572152310272
983,0.5,0.95,0.55,-19.783795364401254
984,0.5,0.95,0.55,-22.295541809608288
985,0.5,0.95,0.55,-18.005122151518076
986,0.5,0.95,0.55,-18.25927446088297
987,0.5,0.95,0.55,-17.632716995957193
988,0.5,0.95,0.55,-17.91042602086668
989,0.5,0.95,0.55,-19.87241862270237
990,0.5,0.95,0.55,-18.039974940341786
991,0.5,0.95,0.55,-19.88414798820542
992,0.5,0.95,0.55,-18.858621403280456
993,0.5,0.95,0.55,-18.651831229839146
994,0.5,0.95,0.55,-19.304535687048798
995,0.5,0.95,0.55,-22.930598013850304
996,0.5,0.95,0.55,-18.819901408076202
997,0.5,0.95,0.55,-17.548865328918154
998,0.5,0.95,0.55,-19.42833944132506
999,0.5,0.95,0.55,-23.5208101352448
1000,0.5,0.95,0.55,-21.58477946273871
1001,0.5,0.95,0.55,-21.10002703031713
1002,0.5,0.95,0.55,-20.939805259154436
1003,0.5,0.95,0.55,-18.527103523800342
1004,0.5,0.95,0.55,-19.779527632336503
1005,0.5,0.95,0.45000000000000007,-14.926433979048383
1006,0.5,0.95,0.45000000000000007,-15.72345561872084
1007,0.5,0.95,0.45000000000000007,-21.59780374706392
1008,0.5,0.95,0.45000000000000007,-22.848244063237555
1009,0.5,0.95,0.45000000000000007,-19.281397184140896
1010,0.5,0.95,0.45000000000000007,-11.804160050407335
1011,0.5,0.95,0.45000000000000007,-18.309372865229992
1012,0.5,0.95,0.45000000000000007,-18.679435626256527
1013,0.5,0.95,0.45000000000000007,-19.38556473276365
1014,0.5,0.95,0.45000000000000007,-19.357095204244178
1015,0.5,0.95,0.45000000000000007,-19.188142724129495
1016,0.5,0.95,0.45000000000000007,-17.19189924974458
1017,0.5,0.95,0.45000000000000007,-16.943697527310526
1018,0.5,0.95,0.45000000000000007,-17.991551550844147
1019,0.5,0.95,0.45000000000000007,-17.100355851963798
1020,0.5,0.95,0.45000000000000007,-19.28973113989217
1021,0.5,0.95,0.45000000000000007,-22.74964853457091
1022,0.5,0.95,0.45000000000000007,-21.19603059835809
1023,0.5,0.95,0.45000000000000007,-21.34597707004691
1024,0.5,0.95,0.45000000000000007,-16.18550565788949
1025,0.5,0.95,0.45000000000000007,-19.73483555060732
1026,0.5,0.95,0.45000000000000007,-19.694829008863582
1027,0.5,0.95,0.45000000000000007,-16.499233641606978
1028,0.5,0.95,0.45000000000000007,-19.26181345022882
1029,0.5,0.95,0.45000000000000007,-17.434327885067315
1030,0.5,0.95,0.45000000000000007,-21.229461210338425
1031,0.5,0.95,0.45000000000000007,-15.715648208520484
1032,0.5,0.95,0.45000000000000007,-19.131148691261156
1033,0.5,0.95,0.45000000000000007,-17.431718110371257
1034,0.5,0.95,0.45000000000000007,-19.318805807996693
1035,0.5,0.95,0.45000000000000007,-19.467944169446564
1036,0.5,0.95,0.45000000000000007,-19.278804170040374
1037,0.5,0.95,0.45000000000000007,-21.603062969610818
1038,0.5,0.95,0.45000000000000007,-26.581753888888727
1039,0.5,0.95,0.45000000000000007,-18.783548864023487
1040,0.5,0.95,0.45000000000000007,-20.30507843573824
1041,0.5,0.95,0.45000000000000007,-22.280908021442542
1042,0.5,0.95,0.45000000000000007,-19.408818263125806
1043,0.5,0.95,0.45000000000000007,-18.5101162978046
1044,0.5,0.95,0.45000000000000007,-22.750931775297317
1045,0.5,0.95,0.45000000000000007,-19.323384436148956
1046,0.5,0.95,0.45000000000000007,-18.30866871354138
1047,0.5,0.95,0.45000000000000007,-19.60301349006434
1048,0.5,0.95,0.45000000000000007,-18.89070453174392
1049,0.5,0.95,0.45000000000000007,-15.70885996386161
1050,0.5,0.95,0.45000000000000007,-19.514907998665855
1051,0.5,0.95,0.45000000000000007,-19.797296782663064
1052,0.5,0.95,0.45000000000000007,-17.908666186592516
1053,0.5,0.95,0.45000000000000007,-18.24846680547196
1054,0.5,0.95,0.45000000000000007,-19.178479708608588
1055,0.5,0.95,0.45000000000000007,-16.725877181927277
1056,0.5,0.95,0.45000000000000007,-17.065631214014214
1057,0.5,0.95,0.45000000000000007,-17.102660155961786
1058,0.5,0.95,0.45000000000000007,-19.55170475756447
1059,0.5,0.95,0.45000000000000007,-21.709447733805835
1060,0.5,0.95,0.45000000000000007,-18.08731940700841
1061,0.5,0.95,0.45000000000000007,-19.695995258007027
1062,0.5,0.95,0.45000000000000007,-19.589998107946123
1063,0.5,0.95,0.45000000000000007,-18.06217245265137
1064,0.5,0.95,0.45000000000000007,-19.593857124794038
1065,0.5,0.95,0.45000000000000007,-19.239233631785222
1066,0.5,0.95,0.45000000000000007,-19.81692892638505
1067,0.5,0.95,0.45000000000000007,-14.991883635500951
1068,0.5,0.95,0.45000000000000007,-21.559462892357043
1069,0.5,0.95,0.45000000000000007,-22.208868108484847
1070,0.5,0.95,0.45000000000000007,-15.599804866030919
1071,0.5,0.95,0.45000000000000007,-24.27289839222457
1072,0.5,0.95,0.45000000000000007,-17.80144375439957
1073,0.5,0.95,0.45000000000000007,-18.999041450902318
1074,0.5,0.95,0.45000000000000007,-21.084789464052772
1075,0.5,0.95,0.45000000000000007,-18.82107163828942
1076,0.5,0.95,0.45000000000000007,-21.395602195687857
1077,0.5,0.95,0.45000000000000007,-21.583383560221876
1078,0.5,0.95,0.45000000000000007,-20.19266764346165
1079,0.5,0.95,0.45000000000000007,-18.74100990192572
1080,0.5,0.95,0.45000000000000007,-19.607785090673286
1081,0.5,0.95,0.45000000000000007,-19.52477124228762
1082,0.5,0.95,0.45000000000000007,-18.836754485204043
1083,0.5,0.95,0.45000000000000007,-8.697889463522726
1084,0.5,0.95,0.45000000000000007,-18.1445645514171
1085,0.5,0.95,0.45000000000000007,-19.60507058770422
1086,0.5,0.95,0.45000000000000007,-19.551950412945295
1087,0.5,0.95,0.45000000000000007,-19.49538470177116
1088,0.5,0.95,0.45000000000000007,-21.587571525890297
1089,0.5,0.95,0.45000000000000007,-19.45511977278704
1090,0.5,0.95,0.45000000000000007,-20.239704824795492
1091,0.5,0.95,0.45000000000000007,-18.7906631363596
1092,0.5,0.95,0.45000000000000007,-16.80636123464494
1093,0.5,0.95,0.45000000000000007,-22.06398529773875
1094,0.5,0.95,0.45000000000000007,-19.634411241254444
1095,0.5,0.95,0.45000000000000007,-19.078911882835015
1096,0.5,0.95,0.45000000000000007,-17.278866376169585
1097,0.5,0.95,0.45000000000000007,-16.46049723763963
1098,0.5,0.95,0.45000000000000007,-20.222367118349077
1099,0.5,0.95,0.45000000000000007,-19.88311836431156
1100,0.5,0.95,0.45000000000000007,-23.373726852357674
1101,0.5,0.95,0.45000000000000007,-25.250867791333466
1102,0.5,0.95,0.45000000000000007,-18.120300107751273
1103,0.5,0.95,0.45000000000000007,-19.697964603539102
1104,0.5,0.95,0.45000000000000007,-17.26486947615697
1105,0.5,0.95,0.45000000000000007,-19.619066726453138
1106,0.5,0.95,0.45000000000000007,-19.753718948918895
1107,0.5,0.95,0.45000000000000007,-16.28271004329003
1108,0.5,0.95,0.45000000000000007,-17.337628648943696
1109,0.5,0.95,0.45000000000000007,-17.2411405558292
1110,0.5,0.95,0.45000000000000007,-21.59146646871068
1111,0.5,0.95,0.45000000000000007,-23.131654263036992
1112,0.5,0.95,0.45000000000000007,-16.473428379655054
1113,0.5,0.95,0.45000000000000007,-18.50526491290522
1114,0.5,0.95,0.45000000000000007,-16.568812085473223
1115,0.5,0.95,0.45000000000000007,-15.030668673185017
1116,0.5,0.95,0.45000000000000007,-17.423253663866948
1117,0.5,0.95,0.45000000000000007,-17.50855053171962
1118,0.5,0.95,0.45000000000000007,-16.578883869827482
1119,0.5,0.95,0.45000000000000007,-3.382868528028183
1120,0.5,0.95,0.45000000000000007,-20.083940633429325
1121,0.5,0.95,0.45000000000000007,-21.69011316695745
1122,0.5,0.95,0.45000000000000007,-20.68624911743036
1123,0.5,0.95,0.45000000000000007,-20.344410738046662
1124,0.5,0.95,0.45000000000000007,-20.868796609491312
1125,0.5,0.95,0.45000000000000007,-20.29710555875667
1126,0.5,0.95,0.45000000000000007,-23.808714312598116
1127,0.5,0.95,0.45000000000000007,-22.45352671202272
1128,0.5,0.95,0.45000000000000007,-15.921049474220993
1129,0.5,0.95,0.45000000000000007,-22.187027085027445
1130,0.5,0.95,0.45000000000000007,-17.97202482622069
1131,0.5,0.95,0.45000000000000007,-19.13563742198789
1132,0.5,0.95,0.45000000000000007,-21.548298848800723
1133,0.5,0.95,0.45000000000000007,-23.313573073388262
1134,0.5,0.95,0.45000000000000007,-19.128279972502924
1135,0.5,0.95,0.45000000000000007,-19.689011689863836
1136,0.5,0.95,0.45000000000000007,-25.56243744465441
1137,0.5,0.95,0.45000000000000007,-21.211058460538233
1138,0.5,0.95,0.45000000000000007,-22.204753883556208
1139,0.5,0.95,0.45000000000000007,-18.23668005358199
1140,0.5,0.95,0.45000000000000007,-21.726641208862166
1141,0.5,0.95,0.45000000000000007,-18.704351876759276
1142,0.5,0.95,0.45000000000000007,-21.94495519680996
1143,0.5,0.95,0.45000000000000007,-21.726276859126635
1144,0.5,0.95,0.45000000000000007,-17.99089661373946
1145,0.5,0.95,0.45000000000000007,-22.19512240495447
1146,0.5,0.95,0.45000000000000007,-17.770860806517568
1147,0.5,0.95,0.45000000000000007,-19.258455567466722
1148,0.5,0.95,0.45000000000000007,-19.556155919861073
1149,0.5,0.95,0.45000000000000007,-24.021180466047298
1150,0.5,0.95,0.45000000000000007,-19.527728944175326
1151,0.5,0.95,0.45000000000000007,-18.9862184976721
1152,0.5,0.95,0.45000000000000007,-20.942874909617128
1153,0.5,0.95,0.45000000000000007,-21.578965490239426
1154,0.5,0.95,0.45000000000000007,-22.157394575223186
1155,0.5,0.95,0.45000000000000007,-18.22180182643402
1156,0.5,0.95,0.45000000000000007,-18.301890820116764
1157,0.5,0.95,0.45000000000000007,-19.562969045599463
1158,0.5,0.95,0.45000000000000007,-18.93470039802626
1159,0.5,0.95,0.45000000000000007,-21.934370781643402
1160,0.5,0.95,0.45000000000000007,-16.706567864165375
1161,0.5,0.95,0.45000000000000007,-19.00545277989315
1162,0.5,0.95,0.45000000000000007,-20.944163313832984
1163,0.5,0.95,0.45000000000000007,-20.531964291503005
1164,0.5,0.95,0.45000000000000007,-17.76979098715676
1165,0.5,0.95,0.45000000000000007,-22.992426038588462
1166,0.5,0.95,0.45000000000000007,-19.63214801782688
