fps,cpu usage,Memory usage,PID adjustment num,PID adjustment intesity
0,0.0,182968320,0,0.0
0,10.0,182968320,0,0.0
0,0.0,182968320,0,0.0
0,0.0,182968320,0,0.0
0,0.0,182968320,0,0.0
0,0.0,182968320,0,0.0
0,10.0,182968320,0,0.0
