time,fps,cpu usage,Memory usage,PID curling,PID adjustment intesity
9.91128945350647,0,0.0,189165568,0.0,0.0
10.016715288162231,0,66.4,196132864,0.0,0.0
10.130162715911865,0,70.5,196132864,0.0,0.0
10.2249596118927,0,52.7,196132864,0.0,0.0
10.302783727645874,0,64.2,196403200,0.0,0.0
10.385021686553955,0,60.8,196403200,0.0,0.0
10.47010064125061,0,70.5,196403200,0.0,0.0
10.554470777511597,0,47.4,196403200,0.0,0.0
10.634298086166382,0,62.6,196403200,0.0,0.0
10.715387105941772,0,61.7,196403200,0.0,0.0
10.800117015838623,0,47.2,196403200,0.0,0.0
10.888630390167236,12,67.8,196403200,0.0,0.0
10.973649501800537,12,70.6,196403200,0.0,0.0
11.052923679351807,12,50.5,196403200,0.0,0.0
11.133729934692383,12,61.9,196403200,0.0,0.0
11.223140954971313,12,55.9,196403200,0.0,0.0
11.307603359222412,12,59.2,196403200,0.0,0.0
11.390241622924805,12,60.5,196403200,0.0,0.0
11.476767778396606,12,57.8,196403200,0.0,0.0
11.557876110076904,12,61.7,196403200,0.0,0.0
11.637913227081299,12,62.5,196403200,0.0,0.0
11.721436738967896,12,59.9,196403200,0.0,0.0
11.803062438964844,12,61.2,196403200,0.0,0.0
11.883240461349487,12,49.9,196403200,0.0,0.0
11.966503143310547,12,60.0,196403200,0.0,0.0
12.048359155654907,14,61.1,196403200,0.0,0.0
12.131576299667358,14,60.1,196403200,0.0,0.0
12.213176727294922,14,49.0,196403200,0.0,0.0
12.295981168746948,14,60.4,196403200,0.0,0.0
12.378079652786255,14,60.9,196403200,0.0,0.0
12.465344667434692,14,57.3,196403200,0.0,0.0
12.54669976234436,14,61.4,196403200,0.0,0.0
12.629586458206177,14,60.3,196403200,0.0,0.0
12.713403463363647,14,59.7,196403200,0.0,0.0
12.808890581130981,14,52.4,196403200,0.0,0.0
12.898656368255615,14,55.7,196403200,0.0,0.0
12.971310377120972,14,55.0,196403200,0.0,0.0
13.052091836929321,14,74.3,196403200,0.0,0.0
13.134941816329956,13,48.3,196403200,0.0,0.0
13.218403816223145,13,59.9,196403200,0.0,0.0
13.313820600509644,13,52.4,194355200,0.0,0.0
13.407289505004883,13,53.5,194355200,0.0,0.0
13.489489793777466,13,60.8,194355200,1,0.01000116
13.571820974349976,13,60.7,194355200,1,0.00800136
13.656777381896973,13,82.4,194355200,1,0.00800156
13.73738169670105,13,62.0,194355200,1,0.00800176
13.817074060440063,13,50.2,194355200,1,0.00800196
13.90005087852478,13,60.3,194355200,0.0,0.0
13.985102653503418,13,58.8,194355200,1,0.009002340000000001
14.068290710449219,13,48.1,194355200,1,0.01160258
14.153111219406128,13,70.7,194355200,1,0.006002780000000001
14.234471321105957,13,61.5,194355200,1,0.009803
14.316827535629272,13,60.7,194355200,1,0.012403260000000001
14.401937007904053,13,58.8,194355200,1,0.010403520000000001
14.481651067733765,13,50.2,194355200,1,0.010403780000000001
14.564859628677368,13,60.1,194355200,1,0.010404040000000002
14.64455795288086,13,62.7,194355200,1,0.010404300000000002
14.727571725845337,13,60.3,194355200,1,0.0050045
14.808968305587769,13,61.4,194355200,0.0,0.0
14.893074035644531,13,47.6,194355200,1,0.01260492
14.974598169326782,13,73.6,194355200,1,0.011405180000000003
15.05872893333435,13,47.5,194355200,1,0.010405440000000002
15.143165588378906,13,59.2,194355200,1,0.010405700000000002
15.240363597869873,13,51.4,194355200,1,0.01040596
15.329437971115112,13,67.4,194355200,1,0.00500616
15.421344518661499,13,65.3,194355200,1,0.015206440000000002
15.497520446777344,13,65.7,194355200,1,0.007606679999999998
15.589775562286377,13,54.2,194355200,1,0.007806900000000001
15.671616792678833,13,61.1,194355200,1,0.00880712
15.754987001419067,13,48.0,194355200,1,0.01240738
15.840837955474854,13,69.9,194355200,1,0.010407640000000001
15.918662548065186,13,64.2,194355200,1,0.00500784
16.005048513412476,13,57.9,194355200,1,0.013408100000000003
16.085797786712646,13,61.9,194355200,1,0.010408360000000002
16.246028184890747,13,37.4,194355200,1,0.010408620000000002
16.326602935791016,13,49.6,194355200,1,0.01040888
16.408801317214966,13,60.8,194355200,1,0.01040914
16.49378252029419,13,58.8,194355200,1,0.010409400000000001
16.57857894897461,13,47.2,194355200,1,0.0050096
16.67458176612854,13,52.1,194355200,1,0.00980982
16.758259057998657,13,59.7,194355200,1,0.010610059999999998
16.840815544128418,13,60.6,194355200,1,0.011410320000000002
16.922061443328857,13,49.2,194355200,1,0.010410580000000001
17.006463766098022,13,71.1,194355200,1,0.010410840000000001
17.08963966369629,13,60.1,194355200,1,0.010411100000000001
17.17044496536255,13,61.9,194355200,1,0.010411360000000001
17.254456520080566,13,47.6,194355200,1,0.00681158
17.34100079536438,13,57.8,194355200,1,0.007011780000000001
17.422160387039185,13,61.6,194355200,1,0.011612019999999999
17.505656480789185,13,59.9,194355200,1,0.0078122400000000015
17.583661794662476,13,76.9,194355200,1,0.008812460000000001
17.67024064064026,13,57.8,194355200,1,0.00881268
17.75830578804016,13,79.5,194355200,1,0.0088129
17.88205122947693,13,40.4,194355200,1,0.00881312
17.966780424118042,13,70.8,194355200,1,0.007013320000000001
18.052697896957397,13,46.6,194355200,1,0.009813539999999999
18.13953161239624,13,69.1,194355200,1,0.012413800000000001
18.224576234817505,13,70.5,194355200,1,0.010414060000000001
18.305857181549072,13,61.5,194355200,1,0.010414320000000001
18.389927625656128,13,71.4,194355200,1,0.010414580000000001
18.47106695175171,13,61.6,194355200,1,0.010414840000000002
18.55074453353882,13,50.2,194355200,0.0,0.0
